month,observed,simulated_raw,synthesised
1,145,0.9339396000000001,154.97792473880077
2,131,0.9390565000000001,155.82702305639643
3,147,0.9829168000000001,163.10520065205813
4,142,0.9120196999999999,151.34053682583288
5,138,0.8366785,138.83841910501783
6,119,0.8098228000000001,134.3819846060333
7,132,0.6403587,106.26111411748285
8,97,0.42394239999999994,70.34899618860423
9,105,0.5038142,83.60292161285281
10,112,0.5763625,95.64158554500425
11,128,0.6106635,101.33349302645766
12,127,0.7159595000000001,118.80630985882753
