month,observed,simulated_raw,synthesised
1,6,0.16605209999999998,13.519903174287908
2,24,0.25197579999999997,20.515780398222816
3,40,0.5009612999999999,40.78809162946688
4,36,0.5435518,44.255795055948745
5,39,0.2962928,24.124054843260957
6,20,0.1741724,14.181055124466017
7,6,0.09165145999999999,7.462229414636257
8,6,0.03579609,2.914504970536932
9,3,0.033271629999999996,2.708964331379927
10,4,0.0079284813,0.6455341395571168
11,1,0.0010707896618,0.08718331504127015
12,8,0.11729422,9.550053852397076
