month,observed,simulated_raw,synthesised
1,7,0.15685670000000002,11.585410290633405
2,27,0.2484133,18.347765840733633
3,39,0.5241564999999999,38.714113640044616
4,29,0.5631306,41.5927343123409
5,34,0.3069176,22.668883901143573
6,25,0.1878172,13.87214777333676
7,10,0.07976652,5.8915421633632175
8,1,0.0038093985400000003,0.28136155514198546
9,1,0.0005739948753000001,0.04239516791486407
10,2,0.023469077999999997,1.7334222750630224
11,1,0.050176149999999996,3.706002259096138
12,7,0.123121,9.093696988353544
