month,observed,simulated_raw,synthesised
1,0,1.065714972e-12,7.448999572725403e-12
2,0,2.03970639e-08,1.4256881461542677e-07
3,0,0.00030342145010000003,0.0021208168333311382
4,2,0.285428019,1.9950486269182846
5,8,1.1910332000000001,8.324933055272654
6,4,0.449561322,3.1422868060183986
7,0,0.00042083482029999994,0.0029414979417242072
8,0,3.880295347e-08,2.712199710172728e-07
9,0,3.131860917e-12,2.189068488808693e-11
10,0,2.24161831e-16,1.5668179834301363e-15
11,0,1.426603529e-20,9.971492713503467e-20
12,0,8.60804487e-25,6.016742210001634e-24
