month,observed,simulated_raw,synthesised
1,0,1.207782638e-06,5.201434600334589e-05
2,0,0.00678290479,0.2921124592741597
3,19,0.47705347,20.544776410899846
4,40,1.0047941,43.27244516949293
5,33,0.711924,30.659706555647656
6,22,0.3545402,15.26862206384478
7,5,0.121011605,5.211483668380255
8,0,0.000410429269,0.017675539733720137
9,0,8.91161463e-08,3.837874400818298e-06
10,0,1.1652059970000001e-11,5.018074112531797e-10
11,0,1.485436197e-15,6.397176932812664e-14
12,0,5.062361810000001e-19,2.180155853337117e-17
