month,observed,simulated_raw,synthesised
1,0,2.2915479920000004e-10,7.637387785608934e-09
2,0,1.474998312e-06,4.915949450410897e-05
3,0,0.006910938430000001,0.23033127360475275
4,23,0.6035025700000001,20.11384083070777
5,45,1.390689,46.34959084104009
6,33,1.2184395000000001,40.6087718314889
7,26,0.6273652000000001,20.909146709226352
8,29,0.4161976,13.871245453888587
9,7,0.2296542,7.6540320696621515
10,3,0.047498986,1.5830703819935954
11,0,0.0001125299973,0.0037504570268394625
12,0,4.05557189e-08,1.3516616420200608e-06
