month,observed,simulated_raw,synthesised
1,153,0.8279736,156.87805236648472
2,129,0.8382374,158.82275803569826
3,157,0.9571206999999999,181.34784888750863
4,151,0.8601512,162.97481585970215
5,155,0.7022957,133.06557310686844
6,132,0.6360672,120.5171076833891
7,121,0.4508902,85.43119781492402
8,52,0.2783469,52.73902399092035
9,46,0.1955387,37.04916487467034
10,53,0.261272,49.503803621149515
11,80,0.3288801,62.31366501310517
12,114,0.4123176,78.12275904017146
