month,observed,simulated_raw,synthesised
1,28,0.7814705,32.64300915525758
2,16,0.5705525,23.83269807504583
3,23,0.4121954,17.217922130080485
4,26,0.26335349999999996,11.000608099178569
5,11,0.174078,7.271457780848963
6,8,0.13152029999999998,5.493768935618457
7,2,0.056303968999999995,2.351887851869442
8,0,0.00038533734199999996,0.016096027147241797
9,0,0.0015704423956,0.06559936107297135
10,6,0.031147189999999998,1.3010574402111754
11,6,0.06356149,2.655043664465662
12,10,0.18009599999999998,7.5228372367546426
