month,observed,simulated_raw,synthesised
1,0,8.96792162e-10,5.7493425837020065e-09
2,0,1.24500738e-06,7.981753465478288e-06
3,0,0.0009674148300000001,0.0062021051408607634
4,1,0.199301424,1.2777232145296662
5,1,1.2467293,7.992792710022586
6,15,1.9111249999999997,12.252239494124277
7,12,1.713377,10.984475294773587
8,7,0.6592384,4.226383287604578
9,1,0.19331545,1.2393470815956085
10,0,0.0017409857900000003,0.011161475494772534
11,0,2.25473345e-06,1.44551163449869e-05
12,0,1.42309425e-09,9.123469984282122e-09
