TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE
2026-05-06 10:54:40,song_thrush_observed.csv,2.508089088782859748378849870,0.471,3.319,5.595,0.033,0.045,0.342,2.95,11.38,11.08,5.667,8.740,13.32,4.159,13.504,13.702,13.307,0.232,7.74,3.828,7.094,0.562,0.816
2026-05-06 10:54:41,song_thrush_observed.csv,1.175956128591497086446304815,0.342,0.81,1.936,0.072,0.242,0.091,1.79,11.54,9.33,5.439,15.084,19.0,11.168,2.130,2.712,1.548,0.152,9.94,6.085,3.701,8.469,0.897
2026-05-06 10:54:41,song_thrush_observed.csv,0.7692073071591886417469489163,0.375,3.677,1.994,0.078,0.606,0.4,4.11,11.84,7.2,5.106,15.605,18.962,12.248,3.861,3.548,4.174,0.2,7.71,7.498,11.521,3.476,1.378
2026-05-06 10:54:41,song_thrush_observed.csv,1.243416382250838519133332558,0.5,0.482,3.396,0.066,0.31,0.133,2.14,11.04,10.82,3.175,7.184,6.509,7.860,9.252,10.304,8.200,0.105,9.0,10.059,10.371,9.747,1.109
2026-05-06 10:54:41,song_thrush_observed.csv,1.710216525968932535882175190,0.594,1.573,3.906,0.05,0.19,0.239,1.92,10.54,7.19,0.746,18.032,19.874,16.19,6.539,6.614,6.464,0.016,7.53,2.051,2.235,1.867,1.113
2026-05-06 10:54:42,song_thrush_observed.csv,1.209134858260023035827108572,0.859,1.972,1.214,0.007,0.27,0.444,2.94,11.9,7.68,4.24,10.606,18.838,2.373,8.162,5.279,11.044,0.151,7.72,7.096,5.262,8.93,1.306
2026-05-06 10:54:42,song_thrush_observed.csv,1.686413690259782489614473462,0.88,3.577,5.791,0.088,0.189,0.305,2.92,11.68,6.87,7.257,14.955,16.104,13.806,10.811,11.88,9.742,0.137,10.15,6.647,5.149,8.145,1.071
2026-05-06 10:54:42,song_thrush_observed.csv,1.558608333138279594403657502,0.417,1.773,1.084,0.054,0.146,0.036,1.53,11.75,8.77,1.371,4.604,3.919,5.288,6.426,3.579,9.274,0.159,7.65,3.450,5.113,1.787,1.157
2026-05-06 10:54:43,song_thrush_observed.csv,2.276752926877264256094310172,0.727,0.63,0.603,0.022,0.294,0.225,3.76,11.67,10.83,3.189,8.872,3.369,14.374,6.547,6.691,6.403,0.134,8.78,6.860,8.791,4.929,1.686
2026-05-06 10:54:43,song_thrush_observed.csv,1.659661250918406515012357928,0.56,1.664,4.472,0.065,0.384,0.282,2.18,11.7,7.52,5.022,10.565,15.606,5.524,1.510,1.535,1.484,0.123,9.03,7.793,9.903,5.683,1.782
2026-05-06 10:54:43,song_thrush_observed.csv,2.627216979133973830813233669,0.553,0.336,4.007,0.016,0.485,0.434,2.15,11.38,10.6,3.111,8.340,5.169,11.512,6.085,8.539,3.631,0.048,10.45,10.239,12.741,7.737,1.557
2026-05-06 10:54:44,song_thrush_observed.csv,1.293895758112933923001170304,0.737,0.425,1.993,0.069,0.599,0.274,4.34,11.96,9.33,2.027,15.563,17.014,14.112,13.638,13.468,13.809,0.041,8.65,9.840,12.656,7.024,1.797
2026-05-06 10:54:44,song_thrush_observed.csv,0.8747600736568078653718301475,0.332,1.933,0.934,0.065,0.154,0.032,4.37,11.88,9.68,4.604,11.594,11.959,11.228,9.256,5.551,12.961,0.095,7.97,9.267,5.596,12.938,1.158
2026-05-06 10:54:44,song_thrush_observed.csv,0.8205371018125025547980677252,0.642,0.354,1.678,0.066,0.238,0.212,3.81,10.86,9.95,3.631,0.763,0.707,0.819,4.364,6.302,2.427,0.101,10.27,4.947,6.75,3.144,1.248
2026-05-06 10:54:44,song_thrush_observed.csv,1.809021638007800066074786891,0.843,2.967,4.082,0.015,0.45,0.185,4.13,1.48,10.29,4.953,11.833,12.263,11.403,10.129,8.258,12.0,0.245,9.61,5.930,1.41,10.449,1.303
2026-05-06 10:54:45,song_thrush_observed.csv,3.017520319209187690545779610,0.633,0.444,5.659,0.017,0.665,0.148,1.95,10.63,6.8,0.795,14.130,12.244,16.017,6.232,10.405,2.06,0.213,8.43,5.745,11.111,0.379,1.698
2026-05-06 10:54:45,song_thrush_observed.csv,2.071532460865692105185864332,0.917,2.498,5.468,0.008,0.082,0.43,3.87,11.8,6.79,2.518,8.478,11.376,5.579,6.266,2.82,9.711,0.127,9.8,8.386,3.022,13.749,1.366
2026-05-06 10:54:45,song_thrush_observed.csv,1.335676576529127013342513651,0.451,1.464,3.043,0.02,0.127,0.189,3.5,10.85,8.89,4.567,15.959,17.592,14.326,8.988,5.912,12.064,0.216,8.23,11.971,13.887,10.055,1.579
2026-05-06 10:54:46,song_thrush_observed.csv,1.750057099284203171295288552,0.691,3.022,1.666,0.016,0.73,0.12,2.2,10.77,10.52,0.627,12.226,12.345,12.106,1.437,1.467,1.407,0.086,10.19,8.315,8.189,8.441,1.237
2026-05-06 10:54:46,song_thrush_observed.csv,1.403400660920646228722107560,0.623,1.75,5.204,0.004,0.548,0.008,4.03,10.81,9.39,7.195,10.228,2.314,18.143,8.456,9.016,7.895,0.242,9.41,0.846,1.121,0.57,1.539
2026-05-06 10:54:46,song_thrush_observed.csv,2.046169130597060865924332650,0.836,3.231,4.032,0.031,0.262,0.237,2.44,11.91,7.86,4.162,10.858,16.339,5.377,5.496,5.954,5.037,0.232,9.26,11.315,12.681,9.949,0.804
2026-05-06 10:54:46,song_thrush_observed.csv,1.351853492531419306859964280,0.63,1.574,0.613,0.047,0.192,0.31,3.45,11.19,9.16,3.58,13.984,9.253,18.716,11.436,10.74,12.132,0.22,7.95,2.938,1.36,4.515,1.264
2026-05-06 10:54:47,song_thrush_observed.csv,1.546879964409053567113736853,0.594,0.479,2.213,0.058,0.061,0.016,3.41,1.45,10.17,7.678,10.788,15.95,5.625,1.767,1.541,1.993,0.13,9.22,7.946,5.32,10.572,1.405
2026-05-06 10:54:47,song_thrush_observed.csv,1.664635675643341772200145853,0.919,2.036,4.121,0.057,0.58,0.201,4.11,11.65,7.8,3.39,17.536,18.557,16.516,8.432,12.377,4.487,0.205,8.44,5.820,1.077,10.562,1.165
2026-05-06 10:54:47,song_thrush_observed.csv,1.665548533177464966213275917,0.717,0.916,1.784,0.002,0.152,0.36,2.56,1.15,7.6,6.257,4.906,6.532,3.28,8.143,6.696,9.59,0.119,8.89,10.521,7.184,13.858,1.37
2026-05-06 10:54:48,song_thrush_observed.csv,1.023215874287962309725034453,0.462,1.587,1.294,0.06,0.2,0.189,3.5,1.29,9.36,4.524,12.018,16.639,7.397,4.064,2.911,5.218,0.096,7.89,4.644,4.430,4.858,1.197
2026-05-06 10:54:48,song_thrush_observed.csv,0.7534711605390543787503821282,0.705,3.916,4.258,0.065,0.391,0.331,3.83,10.74,9.11,5.85,14.572,14.203,14.941,5.040,2.096,7.983,0.098,8.95,7.841,9.065,6.617,1.6
2026-05-06 10:54:48,song_thrush_observed.csv,1.858519161987555103471185086,0.387,1.728,4.324,0.02,0.133,0.26,3.41,11.63,11.21,5.288,8.428,4.263,12.592,3.860,4.232,3.489,0.167,7.69,2.058,1.671,2.446,0.906
2026-05-06 10:54:49,song_thrush_observed.csv,1.454219763008283523725697136,0.514,1.816,4.934,0.007,0.205,0.362,3.67,10.57,7.04,0.577,12.166,6.899,17.434,12.222,12.659,11.785,0.075,9.77,2.644,2.236,3.052,1.674
2026-05-06 10:54:49,song_thrush_observed.csv,2.001055335556563640346785022,0.441,2.713,5.057,0.019,0.149,0.259,3.44,1.17,9.71,2.655,16.914,15.984,17.843,1.410,1.531,1.289,0.09,9.08,11.966,12.793,11.138,0.869
2026-05-06 10:54:49,song_thrush_observed.csv,1.221275991843634098638196429,0.626,1.998,5.05,0.088,0.746,0.027,3.69,10.78,8.87,4.522,11.468,4.357,18.579,9.488,12.333,6.642,0.05,9.65,4.426,5.319,3.533,1.241
2026-05-06 10:54:49,song_thrush_observed.csv,0.9788568333138178794935677700,0.642,2.474,5.466,0.075,0.713,0.443,2.18,11.46,10.06,4.663,11.079,17.645,4.513,7.748,9.176,6.321,0.105,8.27,5.268,4.221,6.316,1.124
2026-05-06 10:54:50,song_thrush_observed.csv,0.9743855235008955554428237810,0.339,2.924,1.458,0.051,0.254,0.122,2.53,10.76,7.67,1.37,13.158,15.664,10.653,6.011,8.645,3.377,0.057,10.19,8.516,4.525,12.507,1.108
2026-05-06 10:54:50,song_thrush_observed.csv,1.500191597492643701975278080,0.912,3.679,5.908,0.077,0.524,0.156,1.74,11.55,7.08,7.402,8.883,4.753,13.013,12.225,12.094,12.356,0.106,9.33,8.372,13.729,3.016,0.972
2026-05-06 10:54:50,song_thrush_observed.csv,1.489145034842765491787745463,0.479,3.171,5.561,0.057,0.571,0.336,4.45,10.91,8.6,6.869,17.130,15.388,18.872,13.041,13.85,12.232,0.127,10.04,5.964,11.359,0.569,1.136
2026-05-06 10:54:51,song_thrush_observed.csv,1.377871389428589952739623881,0.708,1.254,5.214,0.045,0.373,0.292,3.97,11.7,8.26,4.556,9.632,13.184,6.079,5.793,5.465,6.121,0.205,7.64,4.112,3.857,4.366,1.297
2026-05-06 10:54:51,song_thrush_observed.csv,0.8179967723924975747474280184,0.802,2.161,2.021,0.007,0.364,0.19,2.56,11.94,9.97,5.862,8.514,16.643,0.385,0.666,0.719,0.613,0.002,9.98,1.118,1.206,1.030,1.081
2026-05-06 10:54:51,song_thrush_observed.csv,0.9321169450724420517841666654,0.399,1.533,5.623,0.01,0.743,0.343,1.9,10.51,9.67,6.174,4.246,6.998,1.493,10.088,12.17,8.006,0.218,9.22,8.554,7.897,9.21,0.959
2026-05-06 10:54:52,song_thrush_observed.csv,1.551924930358284005187764368,0.74,3.028,3.59,0.031,0.232,0.269,1.66,11.54,6.78,2.004,15.970,18.654,13.287,3.489,3.776,3.202,0.108,7.57,12.989,13.016,12.962,1.192
2026-05-06 10:54:52,song_thrush_observed.csv,1.199124475634556586803249630,0.556,1.596,1.942,0.048,0.656,0.047,1.74,10.84,7.87,1.113,8.189,14.463,1.915,9.763,9.956,9.570,0.245,10.32,7.311,11.268,3.354,0.848
2026-05-06 10:54:52,song_thrush_observed.csv,1.381427291567523437426688255,0.704,2.897,3.943,0.064,0.445,0.062,2.25,1.05,7.63,4.783,7.178,10.316,4.039,12.026,11.930,12.123,0.063,7.61,3.620,4.33,2.911,0.881
2026-05-06 10:54:52,song_thrush_observed.csv,1.659955179190704304346290944,0.805,1.072,4.999,0.052,0.674,0.342,4.3,11.66,9.75,4.079,14.996,13.287,16.704,2.795,0.74,4.85,0.14,9.61,10.344,12.899,7.789,0.933
2026-05-06 10:54:53,song_thrush_observed.csv,1.993883678878169289697197053,0.686,1.274,5.955,0.028,0.736,0.092,2.91,1.12,10.17,2.94,16.808,19.673,13.943,8.786,8.935,8.638,0.177,9.19,9.582,7.158,12.005,0.937
2026-05-06 10:54:53,song_thrush_observed.csv,0.9433692891433834841954731534,0.612,3.45,4.863,0.078,0.659,0.159,3.39,10.86,8.48,0.762,7.906,6.794,9.017,1.534,2.41,0.657,0.154,9.66,3.180,0.489,5.871,1.771
2026-05-06 10:54:53,song_thrush_observed.csv,1.236918588243358290133269972,0.879,3.321,1.715,0.088,0.576,0.355,2.92,11.1,8.09,1.769,2.191,2.484,1.898,4.533,4.374,4.692,0.041,9.83,4.840,7.068,2.613,1.434
2026-05-06 10:54:54,song_thrush_observed.csv,1.739851508275426274937735830,0.797,1.344,1.445,0.088,0.346,0.175,2.84,11.04,10.41,1.946,7.078,6.27,7.885,4.134,4.247,4.021,0.167,10.42,8.014,2.489,13.539,1.77
2026-05-06 10:54:54,song_thrush_observed.csv,1.680262152492033312637178047,0.632,0.96,2.85,0.008,0.688,0.409,1.62,10.63,10.61,3.575,8.281,13.611,2.951,7.705,6.544,8.866,0.033,8.6,9.006,8.298,9.714,1.065
2026-05-06 10:54:54,song_thrush_observed.csv,2.001728979133679608479549330,0.865,1.25,4.704,0.0,0.577,0.359,3.23,10.67,10.56,4.904,12.830,18.314,7.346,5.716,3.212,8.22,0.239,8.8,11.914,13.484,10.345,1.022
2026-05-06 10:54:54,song_thrush_observed.csv,0.8432051241255055431765819187,0.858,3.269,3.856,0.056,0.687,0.12,4.16,10.71,10.77,6.243,4.307,4.838,3.776,6.841,9.737,3.945,0.227,10.29,9.483,5.495,13.471,1.433
2026-05-06 10:54:55,song_thrush_observed.csv,3.520804378986715240571882065,0.792,2.829,4.39,0.02,0.677,0.023,1.74,10.89,10.55,1.132,16.608,14.608,18.609,7.418,4.266,10.57,0.094,10.34,1.354,2.173,0.535,1.72
2026-05-06 10:54:55,song_thrush_observed.csv,1.197554862562991449021078342,0.619,1.263,0.55,0.069,0.19,0.182,3.11,10.75,7.64,5.939,11.427,17.181,5.673,12.603,13.895,11.311,0.066,8.8,8.116,12.487,3.746,0.816
2026-05-06 10:54:55,song_thrush_observed.csv,2.826040085570771886983962764,0.893,2.388,5.866,0.056,0.013,0.028,2.0,11.81,9.7,6.962,2.292,1.311,3.273,1.544,2.164,0.923,0.011,9.98,8.640,10.938,6.342,1.075
2026-05-06 10:54:56,song_thrush_observed.csv,1.885619777808371268779054360,0.742,2.181,5.967,0.077,0.084,0.256,4.16,10.54,8.0,7.759,17.922,17.944,17.899,10.706,11.823,9.59,0.117,9.11,2.071,1.615,2.527,1.205
2026-05-06 10:54:56,song_thrush_observed.csv,1.826046772570466121396696479,0.565,3.875,4.078,0.006,0.206,0.145,4.27,11.82,7.64,4.233,14.814,12.471,17.158,11.428,9.077,13.779,0.043,7.97,8.690,6.937,10.442,1.235
2026-05-06 10:54:56,song_thrush_observed.csv,1.128133490996141834013371341,0.86,3.229,1.159,0.012,0.697,0.424,4.33,1.1,10.69,3.598,15.642,13.07,18.214,6.921,5.949,7.893,0.157,9.39,7.938,7.305,8.572,1.303
2026-05-06 10:54:57,song_thrush_observed.csv,1.163486121243336902349477529,0.545,0.447,5.619,0.065,0.12,0.447,3.13,11.38,8.5,4.838,17.477,18.527,16.427,6.268,10.475,2.061,0.245,8.22,10.926,13.654,8.197,1.76
2026-05-06 10:54:57,song_thrush_observed.csv,1.628242622595458556662112484,0.633,0.959,2.754,0.04,0.237,0.142,1.97,1.25,8.0,2.794,9.926,8.705,11.147,7.079,3.3,10.858,0.087,9.25,3.787,4.281,3.293,1.229
2026-05-06 10:54:57,song_thrush_observed.csv,1.731367167939093384110761944,0.747,0.313,2.985,0.012,0.494,0.136,1.73,11.89,7.44,5.571,7.308,8.651,5.964,5.706,7.863,3.548,0.053,8.69,7.808,12.978,2.639,0.988
2026-05-06 10:54:57,song_thrush_observed.csv,2.257166445556748348758840232,0.63,2.607,0.566,0.069,0.312,0.052,3.31,11.31,8.11,1.479,15.064,17.771,12.358,8.868,4.67,13.067,0.083,7.5,3.624,1.737,5.512,1.731
2026-05-06 10:54:58,song_thrush_observed.csv,1.759584312989312187857596693,0.378,3.328,5.993,0.04,0.208,0.258,1.7,11.5,9.08,1.972,11.976,5.898,18.054,7.024,5.203,8.846,0.215,8.64,5.236,4.605,5.866,1.213
2026-05-06 10:54:58,song_thrush_observed.csv,1.514066329167382164165651885,0.389,1.631,3.45,0.072,0.076,0.425,2.17,11.51,6.59,4.479,7.009,8.019,5.999,9.312,6.631,11.994,0.018,9.06,6.415,3.769,9.061,1.49
2026-05-06 10:54:58,song_thrush_observed.csv,1.918607451295572778291792360,0.82,2.602,4.139,0.053,0.15,0.241,3.72,11.8,9.45,1.896,19.294,20.000,18.588,8.364,8.372,8.356,0.249,9.46,5.846,5.643,6.05,1.089
2026-05-06 10:54:59,song_thrush_observed.csv,1.761953305295425235355542288,0.758,3.04,3.546,0.016,0.466,0.185,4.06,11.25,7.36,3.149,14.146,19.914,8.379,8.330,9.798,6.863,0.161,9.9,7.008,13.014,1.003,1.149
2026-05-06 10:54:59,song_thrush_observed.csv,1.769791943574457490085984897,0.699,0.292,2.538,0.02,0.22,0.073,2.79,11.81,6.52,2.759,3.159,0.541,5.777,9.174,10.699,7.648,0.062,8.68,8.602,13.788,3.416,1.776
2026-05-06 10:54:59,song_thrush_observed.csv,1.828674988438607901700951041,0.467,2.55,5.828,0.008,0.077,0.3,1.86,11.55,10.06,6.327,9.987,2.368,17.606,3.570,0.492,6.647,0.075,7.67,7.046,6.535,7.556,1.699
2026-05-06 10:54:59,song_thrush_observed.csv,4.239128075994644980350849810,0.636,3.278,4.351,0.022,0.662,0.03,2.98,11.2,11.08,6.193,10.188,0.527,19.849,12.349,13.622,11.076,0.199,8.07,2.191,2.793,1.589,1.577
2026-05-06 10:55:00,song_thrush_observed.csv,1.317660843034275280588944835,0.61,2.932,1.293,0.013,0.287,0.141,2.69,11.02,9.18,4.977,7.172,7.238,7.106,2.974,4.541,1.407,0.059,10.21,7.814,6.436,9.192,1.311
2026-05-06 10:55:00,song_thrush_observed.csv,1.632729238659538751960088545,0.688,0.839,2.543,0.0,0.296,0.123,2.89,1.22,9.65,2.585,4.030,1.025,7.036,9.162,13.018,5.306,0.087,8.49,6.534,5.852,7.216,1.494
2026-05-06 10:55:00,song_thrush_observed.csv,1.344266634245475916375774713,0.459,3.023,3.829,0.031,0.079,0.09,4.49,11.9,8.0,1.482,2.741,4.182,1.3,5.052,9.481,0.624,0.07,8.49,4.962,3.463,6.461,1.333
2026-05-06 10:55:01,song_thrush_observed.csv,1.817047311972281700509399086,0.759,0.679,3.676,0.016,0.219,0.143,4.06,11.89,9.65,1.703,10.490,18.496,2.483,9.772,10.377,9.166,0.004,9.58,9.589,11.981,7.197,1.408
2026-05-06 10:55:01,song_thrush_observed.csv,1.106890230204373800798591711,0.868,1.925,5.227,0.044,0.643,0.149,4.04,11.08,11.23,1.659,4.937,1.814,8.06,3.580,3.161,4.000,0.194,8.09,3.220,1.801,4.639,1.096
2026-05-06 10:55:01,song_thrush_observed.csv,1.092400325901509609190643886,0.443,1.635,2.993,0.07,0.227,0.13,2.72,11.93,9.57,5.687,1.310,1.361,1.259,10.034,9.95,10.117,0.125,9.75,5.838,0.955,10.721,1.329
2026-05-06 10:55:02,song_thrush_observed.csv,1.925646128438867153618401756,0.684,1.085,4.211,0.048,0.705,0.008,2.23,11.03,8.13,0.578,14.086,11.189,16.982,8.452,6.029,10.876,0.175,8.58,0.650,0.617,0.682,1.305
2026-05-06 10:55:02,song_thrush_observed.csv,1.130050430639325955431477023,0.441,3.935,2.055,0.072,0.628,0.412,2.6,1.39,6.81,7.886,6.543,3.966,9.12,10.380,9.650,11.109,0.057,7.65,10.582,11.427,9.738,0.878
2026-05-06 10:55:02,song_thrush_observed.csv,0.9498841212936173932891339983,0.47,0.8,4.843,0.042,0.178,0.383,2.76,10.75,11.11,0.579,6.574,10.578,2.57,8.148,2.482,13.814,0.14,7.58,5.234,4.229,6.24,1.583
2026-05-06 10:55:02,song_thrush_observed.csv,2.124007966381107647329247239,0.506,1.342,4.349,0.015,0.372,0.246,4.23,10.82,9.57,0.994,18.179,16.358,20.000,9.162,5.65,12.673,0.19,8.97,9.538,10.074,9.002,0.887
2026-05-06 10:55:03,song_thrush_observed.csv,1.190824152118240082462467129,0.431,3.359,0.874,0.001,0.532,0.001,3.12,1.2,10.74,0.631,18.310,19.186,17.434,6.068,7.766,4.371,0.22,9.5,13.530,14.000,13.059,0.995
2026-05-06 10:55:03,song_thrush_observed.csv,1.517900962623800931236400375,0.715,0.342,1.949,0.021,0.735,0.084,3.94,11.82,10.03,1.545,14.813,16.756,12.87,5.424,10.364,0.485,0.07,9.76,4.788,3.489,6.086,1.184
2026-05-06 10:55:03,song_thrush_observed.csv,4.019536974179335474638874478,0.408,1.534,3.791,0.04,0.623,0.296,1.88,1.23,6.79,6.308,13.714,11.829,15.598,5.733,0.883,10.583,0.059,10.18,7.618,3.482,11.754,1.781
2026-05-06 10:55:04,song_thrush_observed.csv,2.350970381840532496692882056,0.516,1.272,4.37,0.089,0.522,0.228,2.44,1.08,9.33,3.077,6.612,7.39,5.835,7.862,9.313,6.412,0.162,8.65,9.190,13.846,4.533,1.679
2026-05-06 10:55:04,song_thrush_observed.csv,1.108340311743183537438557334,0.434,1.409,2.387,0.089,0.05,0.023,2.1,11.37,7.92,7.398,12.151,7.673,16.629,1.833,1.779,1.887,0.108,10.44,7.487,8.858,6.116,1.349
2026-05-06 10:55:04,song_thrush_observed.csv,1.749370551421489109227890532,0.9,1.133,5.647,0.047,0.395,0.316,1.81,10.77,7.99,6.547,10.812,3.145,18.48,7.531,3.812,11.25,0.189,9.48,8.860,13.248,4.472,1.032
2026-05-06 10:55:05,song_thrush_observed.csv,1.254372143371072725983576128,0.403,2.545,2.522,0.01,0.268,0.247,2.63,11.57,8.16,1.785,9.753,13.116,6.39,9.298,9.926,8.670,0.018,7.88,5.105,1.171,9.039,1.694
2026-05-06 10:55:05,song_thrush_observed.csv,0.9864284755312011960856302568,0.825,1.526,4.094,0.089,0.178,0.217,4.16,11.42,9.36,3.311,11.114,3.866,18.363,8.516,5.334,11.698,0.16,9.87,7.960,2.616,13.303,1.672
2026-05-06 10:55:05,song_thrush_observed.csv,1.225550668284081463730081272,0.353,0.723,2.008,0.005,0.271,0.288,4.38,1.09,9.92,6.482,10.203,13.934,6.472,4.657,4.27,5.044,0.097,9.8,6.692,7.435,5.948,1.526
2026-05-06 10:55:05,song_thrush_observed.csv,1.893499132339916455351760546,0.764,1.125,2.48,0.051,0.137,0.154,3.06,1.32,7.19,5.981,13.626,15.133,12.118,6.680,10.105,3.256,0.113,8.36,4.006,6.383,1.63,1.093
2026-05-06 10:55:06,song_thrush_observed.csv,0.9779084332937078180390303630,0.758,2.387,1.69,0.016,0.253,0.288,4.31,11.75,8.03,6.384,3.095,1.607,4.583,8.300,2.935,13.665,0.202,9.04,7.662,8.035,7.288,1.449
2026-05-06 10:55:06,song_thrush_observed.csv,2.090136757416259128945258512,0.895,1.747,4.883,0.07,0.276,0.024,4.13,11.25,9.67,2.383,8.610,7.822,9.399,10.036,9.480,10.593,0.114,9.25,6.164,7.436,4.891,0.917
2026-05-06 10:55:06,song_thrush_observed.csv,3.011720407809793826727216600,0.356,0.684,5.228,0.084,0.606,0.333,2.09,10.87,10.42,5.483,6.649,5.804,7.494,7.749,5.592,9.906,0.243,7.75,8.076,4.13,12.021,1.767
2026-05-06 10:55:07,song_thrush_observed.csv,1.375715584949547583390621696,0.78,2.229,4.211,0.062,0.29,0.266,2.35,10.58,7.06,7.737,8.610,7.11,10.11,4.128,4.133,4.124,0.092,9.47,6.730,0.607,12.854,1.119
2026-05-06 10:55:07,song_thrush_observed.csv,1.453197517545972247909755746,0.902,1.228,1.335,0.002,0.51,0.306,2.23,11.18,11.03,4.294,9.760,14.017,5.504,6.879,9.671,4.087,0.037,8.38,10.838,9.705,11.97,1.258
2026-05-06 10:55:07,song_thrush_observed.csv,1.960124262922721706525595806,0.726,3.728,5.323,0.005,0.166,0.298,1.63,11.47,8.43,2.486,9.382,13.492,5.273,3.536,0.878,6.194,0.111,9.3,3.396,1.652,5.141,0.977
2026-05-06 10:55:07,song_thrush_observed.csv,1.035297915135747364600871700,0.538,1.396,4.196,0.064,0.354,0.138,3.46,11.72,8.7,1.963,9.258,7.114,11.403,7.775,8.300,7.250,0.192,7.91,6.460,1.191,11.728,1.794
2026-05-06 10:55:08,song_thrush_observed.csv,1.597913055102922975115046821,0.706,1.942,5.6,0.05,0.099,0.261,3.11,11.14,7.52,1.371,16.206,19.286,13.126,6.262,9.235,3.288,0.207,8.74,5.957,10.877,1.037,1.508
2026-05-06 10:55:08,song_thrush_observed.csv,3.214186666258361642960690023,0.366,3.636,0.586,0.0,0.309,0.415,2.88,11.21,6.52,1.266,6.930,6.298,7.562,13.654,13.378,13.930,0.156,10.37,11.249,9.689,12.809,1.716
2026-05-06 10:55:08,song_thrush_observed.csv,1.274654693865818251570829405,0.404,3.363,1.963,0.048,0.716,0.28,2.3,1.17,11.19,6.427,7.568,9.513,5.622,6.115,9.321,2.909,0.123,9.88,2.148,3.724,0.572,0.9
2026-05-06 10:55:09,song_thrush_observed.csv,1.603311545639187734624762216,0.908,3.138,1.855,0.067,0.129,0.438,2.42,11.8,10.98,1.242,18.034,17.998,18.070,9.244,10.286,8.203,0.046,10.05,7.157,6.646,7.668,1.224
2026-05-06 10:55:09,song_thrush_observed.csv,1.242035404290187873852128305,0.428,2.591,1.732,0.022,0.51,0.358,3.57,1.49,10.57,4.145,15.325,11.199,19.451,6.034,7.964,4.103,0.238,8.08,10.152,8.515,11.788,0.898
