month,observed,simulated_raw,synthesised
1,51,0.5373915,42.07391755623968
2,62,0.49950479999999997,39.10765945152833
3,66,0.6157201999999999,48.206495511208125
4,61,0.5182382000000001,40.57435091789515
5,37,0.3839395,30.059721580233187
6,20,0.34133589999999997,26.72416388347205
7,9,0.3044574,23.8368406403657
8,9,0.2236939,17.513635229499762
9,7,0.20988980000000002,16.43287275867898
10,8,0.399202,31.254666358299286
11,12,0.5639755,44.15525495051382
12,36,0.5171745999999999,40.49107863183774
