month,observed,simulated_raw,synthesised
1,74,0.5887566,60.085318130105115
2,78,0.5245503,53.53276999483671
3,83,0.7146836000000001,72.93674749186472
4,74,0.6477202,66.10282462446334
5,49,0.4277799,43.65690572498814
6,29,0.2841571,28.999538608022558
7,18,0.21973009999999998,22.424467022976575
8,27,0.277587,28.32902969373335
9,28,0.38887130000000003,39.68610419342654
10,29,0.5267609,53.75837188916522
11,37,0.6253934,63.824272025940914
12,58,0.5668832,57.85303708631378
