TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:48:20,blue_tit_observed.csv,1.739578058288454355284842729,0.914,1.769,2.759,0.529,0.16,0.041,4.17,10.77,8.37,6.425,16.755,15.614,17.896,5.350,7.191,3.509,0.021,7.26,7.489,9.27,5.708,0.921,0.182,12.1,108.983,213.585,4.381
2026-05-06 21:48:20,blue_tit_observed.csv,1.426097355988840227257835191,1.126,0.944,2.533,0.228,0.391,0.031,3.82,11.12,9.0,5.317,3.587,3.612,3.562,0.405,0.350,0.460,0.223,6.04,11.153,9.623,12.683,0.878,0.287,12.28,109.584,214.301,4.867
2026-05-06 21:48:20,blue_tit_observed.csv,0.3954267367904784978841539825,0.915,1.041,2.476,0.39,0.535,0.031,3.44,11.33,10.38,3.994,17.076,15.966,18.186,5.486,6.401,4.571,0.096,6.99,5.929,2.136,9.722,1.403,0.234,12.184,100.822,191.457,10.188
2026-05-06 21:48:21,blue_tit_observed.csv,1.387682231150935260259226859,1.064,1.793,5.91,0.459,0.015,0.014,2.68,11.17,10.64,5.013,8.340,9.88,6.8,3.609,3.351,3.867,0.049,6.44,4.962,8.947,0.978,1.717,0.184,12.274,45.177,81.241,9.113
2026-05-06 21:48:21,blue_tit_observed.csv,1.105676777052868104797430019,0.774,0.885,3.025,0.243,0.143,0.039,1.97,10.88,10.16,11.14,14.050,15.761,12.34,10.552,10.471,10.633,0.232,6.03,4.972,2.933,7.01,0.857,0.175,12.101,52.171,99.009,5.333
2026-05-06 21:48:21,blue_tit_observed.csv,0.6468949648705909688187465991,0.942,1.031,2.013,0.425,0.441,0.001,4.04,11.49,9.89,11.117,1.132,1.146,1.119,11.746,10.195,13.297,0.015,6.74,5.160,9.822,0.498,0.941,0.061,12.106,102.092,191.031,13.153
2026-05-06 21:48:22,blue_tit_observed.csv,0.4559171824363829420288699137,1.118,2.379,3.003,0.281,0.356,0.029,2.05,11.0,10.98,4.496,13.254,12.351,14.157,2.571,2.677,2.465,0.196,6.05,2.551,1.706,3.396,1.71,0.272,12.013,49.368,94.292,4.444
2026-05-06 21:48:22,blue_tit_observed.csv,0.3092563640691570828503016758,1.22,0.67,3.782,0.269,0.248,0.024,2.17,11.92,10.51,6.108,11.412,14.139,8.684,8.656,7.659,9.652,0.231,7.93,4.452,3.829,5.074,1.793,0.223,12.277,92.018,176.374,7.663
2026-05-06 21:48:22,blue_tit_observed.csv,0.2458733661661226855730017086,0.651,3.372,1.625,0.369,0.614,0.012,2.43,11.36,9.73,6.292,3.121,5.26,0.982,9.702,6.343,13.062,0.001,7.63,3.435,0.419,6.451,1.519,0.239,12.003,118.019,231.089,4.949
2026-05-06 21:48:23,blue_tit_observed.csv,1.431246942151205793137005448,1.023,1.645,1.471,0.362,0.569,0.044,2.85,11.66,9.17,4.625,11.312,11.525,11.1,6.768,4.157,9.379,0.005,8.04,11.862,13.428,10.296,0.801,0.004,12.288,102.922,193.158,12.687
2026-05-06 21:48:23,blue_tit_observed.csv,1.274343853510983885545200141,0.808,3.999,3.74,0.199,0.175,0.045,3.97,1.0,8.76,5.043,5.777,5.031,6.523,4.288,6.833,1.742,0.146,5.98,12.670,12.375,12.964,1.083,0.076,12.108,75.876,137.894,13.859
2026-05-06 21:48:23,blue_tit_observed.csv,0.1942349541767523690030484962,1.113,3.896,1.829,0.491,0.307,0.022,3.88,10.6,8.73,3.104,3.162,3.504,2.819,8.976,13.771,4.18,0.066,7.37,9.228,10.053,8.403,1.784,0.141,12.109,58.540,103.23,13.849
2026-05-06 21:48:24,blue_tit_observed.csv,0.8633749600669950916201005433,1.017,1.681,1.494,0.125,0.018,0.048,2.31,11.6,10.38,2.952,2.306,1.816,2.795,2.610,2.793,2.428,0.007,6.43,9.472,10.741,8.203,1.58,0.141,12.025,107.452,201.478,13.425
2026-05-06 21:48:24,blue_tit_observed.csv,0.7535524110601238077531184005,0.869,3.12,4.466,0.17,0.402,0.02,1.63,10.5,10.1,7.614,14.111,10.453,17.769,3.907,1.215,6.599,0.011,6.91,13.809,13.957,13.661,1.6,0.247,12.051,66.605,125.894,7.316
2026-05-06 21:48:24,blue_tit_observed.csv,1.209505197817756930442796105,1.107,0.934,1.613,0.073,0.365,0.012,3.16,10.5,9.46,8.908,7.565,2.36,12.77,12.812,11.726,13.898,0.129,5.64,7.360,1.79,12.929,0.898,0.328,12.148,89.598,163.744,15.451
2026-05-06 21:48:24,blue_tit_observed.csv,0.5139723463322832058493974427,0.762,1.295,1.699,0.087,0.11,0.03,2.99,1.18,9.38,5.373,17.372,16.416,18.327,9.051,6.142,11.96,0.173,6.61,4.861,1.864,7.858,1.644,0.342,12.175,104.193,202.944,5.442
2026-05-06 21:48:25,blue_tit_observed.csv,0.2982915927414409299653123567,0.785,3.114,4.171,0.354,0.285,0.041,3.01,11.77,9.74,2.933,8.146,12.512,3.779,9.208,6.413,12.003,0.065,8.12,7.919,10.52,5.318,1.728,0.067,12.102,91.272,174.123,8.422
