TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE
2026-05-06 09:39:17,dunnock_observed.csv,1.262576762701654204842270230,1.108,2.008,1.476,0.113,0.664,0.278,2.47,11.32,12.407,10.19,14.624,5.140,0.499,9.782,0.174,10.0,6.636,1.604,11.669,1.152
2026-05-06 09:39:18,dunnock_observed.csv,2.988018086021159778338560156,0.97,3.583,4.862,0.073,0.218,0.007,2.05,11.24,12.476,15.481,9.47,7.344,3.298,11.389,0.221,8.07,7.054,13.14,0.968,0.812
2026-05-06 09:39:18,dunnock_observed.csv,0.7971102566359004612900794307,0.848,2.222,4.884,0.312,0.414,0.298,2.97,11.03,14.514,14.906,14.122,7.819,5.308,10.33,0.129,10.27,4.952,0.773,9.13,1.78
2026-05-06 09:39:18,dunnock_observed.csv,1.028278142896969214803749607,0.552,1.556,5.249,0.07,0.413,0.42,2.63,11.84,13.184,10.343,16.024,11.527,9.993,13.061,0.122,9.71,12.285,13.843,10.727,1.024
2026-05-06 09:39:18,dunnock_observed.csv,0.7024415303882859942782249625,0.737,1.255,3.329,0.455,0.038,0.117,3.6,1.32,5.594,5.430,5.759,6.148,1.19,11.107,0.148,7.65,11.202,11.157,11.247,1.426
2026-05-06 09:39:19,dunnock_observed.csv,0.6033780012107277448631567707,0.542,2.65,3.652,0.421,0.418,0.32,3.69,1.47,8.664,13.606,3.721,4.734,4.548,4.919,0.049,8.43,7.294,12.346,2.242,1.377
2026-05-06 09:39:19,dunnock_observed.csv,0.6301636396735664151185720606,0.637,0.275,0.853,0.315,0.091,0.247,4.01,11.35,1.668,0.599,2.738,7.345,10.564,4.126,0.224,9.21,11.574,11.969,11.18,0.965
2026-05-06 09:39:19,dunnock_observed.csv,2.321054090361669888921701437,0.871,2.916,1.404,0.413,0.484,0.166,2.39,11.33,8.687,8.25,9.124,10.708,10.654,10.763,0.188,8.0,8.176,10.174,6.177,1.796
2026-05-06 09:39:20,dunnock_observed.csv,1.617266804484617074896495992,0.728,0.478,3.362,0.171,0.439,0.277,1.75,11.29,8.795,8.575,9.015,6.680,6.281,7.08,0.033,10.44,5.940,10.947,0.932,1.203
2026-05-06 09:39:20,dunnock_observed.csv,1.595107449518286691146622498,0.821,1.974,0.674,0.08,0.579,0.41,4.45,1.11,11.118,10.337,11.900,3.724,4.234,3.213,0.099,7.93,7.760,13.859,1.662,1.553
