method,step,t,y,step_size,difference,tolerance
RungeKutta4,0,0.0,0.51,0.1,0,0.01
RungeKutta4,1,0.1,0.390234,0.1,0,0.01
RungeKutta4,2,0.2,0.305900,0.1,0,0.01
RungeKutta4,3,0.3,0.246902,0.1,0,0.01
RungeKutta4,4,0.4,0.206263,0.1,0,0.01
RungeKutta4,5,0.5,0.179177,0.1,0,0.01
RungeKutta4,6,0.6,0.162347,0.1,0,0.01
RungeKutta4,7,0.7,0.153523,0.1,0,0.01
RungeKutta4,8,0.8,0.151129,0.1,0,0.01
RungeKutta4,9,0.9,0.152924,0.1,0,0.01
RungeKutta4,10,1.0,0.157740,0.1,0,0.01
RungeKutta4,11,1.1,0.165579,0.1,0,0.01
RungeKutta4,12,1.2,0.176421,0.1,0,0.01
RungeKutta4,13,1.3,0.190209,0.1,0,0.01
RungeKutta4,14,1.4,0.206838,0.1,0,0.01
RungeKutta4,15,1.5,0.226146,0.1,0,0.01
RungeKutta4,16,1.6,0.247902,0.1,0,0.01
RungeKutta4,17,1.7,0.271803,0.1,0,0.01
RungeKutta4,18,1.8,0.297473,0.1,0,0.01
RungeKutta4,19,1.9,0.324460,0.1,0,0.01
RungeKutta4,20,2.0,0.352247,0.1,0,0.01
RungeKutta4,21,2.1,0.380261,0.1,0,0.01
RungeKutta4,22,2.2,0.407886,0.1,0,0.01
RungeKutta4,23,2.3,0.434489,0.1,0,0.01
RungeKutta4,24,2.4,0.459428,0.1,0,0.01
RungeKutta4,25,2.5,0.482085,0.1,0,0.01
RungeKutta4,26,2.6,0.501887,0.1,0,0.01
RungeKutta4,27,2.7,0.518322,0.1,0,0.01
RungeKutta4,28,2.8,0.530971,0.1,0,0.01
RungeKutta4,29,2.9,0.539507,0.1,0,0.01
RungeKutta4,30,3.0,0.543728,0.1,0,0.01
RungeKutta4,31,3.1,0.543131,0.1,0,0.01
RungeKutta4,32,3.2,0.535469,0.1,0,0.01
RungeKutta4,33,3.3,0.521634,0.1,0,0.01
RungeKutta4,34,3.4,0.502683,0.1,0,0.01
RungeKutta4,35,3.5,0.479595,0.1,0,0.01
RungeKutta4,36,3.6,0.453300,0.1,0,0.01
RungeKutta4,37,3.7,0.424684,0.1,0,0.01
RungeKutta4,38,3.8,0.394583,0.1,0,0.01
RungeKutta4,39,3.9,0.363780,0.1,0,0.01
RungeKutta4,40,4.0,0.332976,0.1,0,0.01
RungeKutta4,41,4.1,0.302792,0.1,0,0.01
RungeKutta4,42,4.2,0.273752,0.1,0,0.01
RungeKutta4,43,4.3,0.246283,0.1,0,0.01
RungeKutta4,44,4.4,0.220701,0.1,0,0.01
