month,observed,simulated_raw,synthesised
1,0,0.231101,7.302543504389539
2,10,0.3352953,10.594971527891882
3,27,0.5714278,18.05650503077704
4,34,0.7847977,24.798764810168933
5,27,0.8040295000000001,25.406469044108718
6,28,0.6219932,19.654317386919413
7,8,0.421765,13.327321219418582
8,1,0.3388834,10.708351635931656
9,0,0.3535918,11.173121285911376
10,5,0.3758096,11.875179914267921
11,2,0.34052,10.760066438980038
12,1,0.25911270000000003,8.187683152776644
