TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,AUTUMN_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SCALE
2026-05-05 17:55:00,goldfinch_observed.csv,0.7557510753082474643117002193,1.331,1.186,1.487,0.28,0.913,0.103,1.91,10.78,2.121,3.905,0.01,9.66,4.34,1.699
2026-05-05 17:55:01,goldfinch_observed.csv,0.9277799899444069103216496029,1.293,0.625,1.652,0.25,1.06,0.303,1.73,10.51,4.038,1.008,0.084,8.51,1.11,1.606
2026-05-05 17:55:01,goldfinch_observed.csv,0.8764069821491874558353214248,1.809,0.709,0.683,0.22,0.451,0.016,1.09,10.52,2.429,2.052,0.148,8.52,4.748,1.228
2026-05-05 17:55:01,goldfinch_observed.csv,1.123130526451334202254813607,1.853,1.044,0.513,0.528,0.09,0.178,11.65,11.12,4.375,3.159,0.182,9.65,1.312,0.984
2026-05-05 17:55:02,goldfinch_observed.csv,0.9812019799434081037817816534,0.964,0.161,2.438,0.275,0.471,0.12,11.9,1.38,3.283,1.971,0.096,9.41,2.503,1.365
2026-05-05 17:55:02,goldfinch_observed.csv,0.6164059968970800908116039092,1.055,1.165,1.429,0.332,1.081,0.262,2.1,11.21,3.423,3.553,0.205,8.57,3.88,1.701
2026-05-05 17:55:02,goldfinch_observed.csv,0.4031601232125574904686216525,0.646,1.432,0.762,0.342,0.059,0.184,2.35,1.5,2.248,2.796,0.101,9.91,3.36,1.287
2026-05-05 17:55:02,goldfinch_observed.csv,0.8825726257424371171230566201,1.852,0.865,1.54,0.373,0.83,0.165,2.17,1.48,1.791,5.597,0.27,7.83,4.583,0.818
2026-05-05 17:55:03,goldfinch_observed.csv,1.252161405080764351493065434,0.734,0.694,1.974,0.239,0.004,0.114,1.76,11.43,1.88,2.207,0.043,8.03,3.805,1.344
2026-05-05 17:55:03,goldfinch_observed.csv,0.6207048851986369146523328432,1.301,0.225,1.702,0.398,0.128,0.348,2.23,1.06,2.207,1.792,0.269,7.57,3.678,1.686
2026-05-05 17:55:03,goldfinch_observed.csv,0.5215648916099403708887043404,0.789,0.306,0.551,0.578,0.763,0.203,1.08,11.77,2.038,1.57,0.014,9.36,2.57,1.585
2026-05-05 17:55:04,goldfinch_observed.csv,0.9076053217301549462907722664,1.893,0.841,2.323,0.074,1.007,0.334,2.22,11.85,2.158,5.07,0.175,8.34,1.703,1.117
2026-05-05 17:55:04,goldfinch_observed.csv,1.083932505861844924628413252,1.88,0.492,1.292,0.172,0.551,0.297,2.32,11.77,4.604,1.978,0.241,7.84,3.834,0.991
2026-05-05 17:55:04,goldfinch_observed.csv,0.9343795420342724460936961467,0.7,0.411,2.28,0.235,0.097,0.341,2.03,10.71,2.575,2.227,0.055,9.64,1.898,1.446
