month,observed,simulated_raw,synthesised
1,9,0.5397941,8.228640628895842
2,8,0.1579782,2.408225349257862
3,6,0.07494785000000001,1.1425077146237637
4,7,0.0567603,0.8652560498314388
5,2,0.04829403,0.7361959261709505
6,2,0.02385932,0.36371233018261434
7,2,0.005403111,0.08236521795446457
8,0,0.044365139,0.6763037707933662
9,2,0.3059688,4.664199365747988
10,10,0.6647730000000001,10.133823464897034
11,8,0.6450699,9.833468701524856
12,5,0.32911619999999997,5.017059161906011
