TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:53:28,great_tit_observed.csv,1.611502707834341950559084840,0.802,0.917,5.041,0.098,0.073,0.017,4.15,10.93,11.0,4.904,6.018,2.555,9.482,11.103,11.257,10.949,0.222,9.12,9.590,12.592,6.589,0.915,0.007,12.046,71.833,138.09,5.576
2026-05-06 21:53:28,great_tit_observed.csv,0.5428135990316868532640976282,0.833,3.99,0.597,0.232,0.504,0.004,3.6,10.61,9.61,11.099,13.192,14.85,11.534,7.725,6.507,8.943,0.169,9.04,5.272,3.252,7.291,1.516,0.098,12.057,72.252,130.142,14.362
2026-05-06 21:53:28,great_tit_observed.csv,0.4925005634397781735975567779,0.55,3.128,4.514,0.194,0.382,0.01,3.61,11.84,10.94,2.109,5.423,7.831,3.015,5.159,8.939,1.379,0.033,7.01,12.526,13.045,12.008,1.492,0.064,12.109,117.423,225.403,9.443
2026-05-06 21:53:29,great_tit_observed.csv,1.505063756072782854458145784,0.789,1.301,5.05,0.172,0.527,0.034,4.88,11.49,10.5,6.392,13.418,19.744,7.091,9.017,7.998,10.036,0.09,8.17,10.817,11.918,9.716,0.843,0.071,12.178,58.278,105.274,11.283
2026-05-06 21:53:29,great_tit_observed.csv,0.8727439705194687142692563082,1.007,3.958,1.428,0.256,0.114,0.01,3.45,11.9,10.55,11.134,14.340,10.124,18.555,8.282,8.376,8.187,0.243,8.69,8.980,6.421,11.54,1.787,0.193,12.099,103.532,197.255,9.81
2026-05-06 21:53:29,great_tit_observed.csv,1.031479423737313183134566856,1.0,1.345,1.749,0.198,0.329,0.039,4.0,11.3,10.08,10.706,7.658,12.313,3.003,1.106,0.606,1.607,0.031,6.54,7.208,8.641,5.774,0.923,0.306,12.121,72.223,137.215,7.231
2026-05-06 21:53:30,great_tit_observed.csv,0.1062619741971717757371975357,0.717,2.93,0.803,0.268,0.65,0.043,3.17,11.28,11.23,5.362,6.748,6.274,7.223,8.492,12.658,4.327,0.155,8.13,11.044,11.4,10.687,1.263,0.272,12.083,67.660,130.493,4.828
2026-05-06 21:53:30,great_tit_observed.csv,0.6306680473121748257192600160,0.629,0.926,5.036,0.448,0.305,0.042,2.59,11.69,9.84,4.073,15.172,15.428,14.916,2.663,0.443,4.883,0.099,7.3,6.912,3.778,10.047,1.175,0.343,12.245,62.170,114.511,9.829
2026-05-06 21:53:30,great_tit_observed.csv,0.6245413306633916125188107089,0.629,3.07,4.134,0.337,0.291,0.049,3.14,10.99,9.93,3.678,6.678,8.45,4.905,5.404,7.086,3.721,0.025,8.86,7.743,10.01,5.476,1.002,0.187,12.08,66.154,127.618,4.689
2026-05-06 21:53:31,great_tit_observed.csv,1.262676665325454196452955655,1.014,0.313,4.888,0.299,0.613,0.004,4.06,1.11,10.56,11.371,11.104,8.736,13.471,5.846,10.637,1.054,0.036,7.59,7.782,5.84,9.725,1.304,0.019,12.023,43.812,81.776,5.849
2026-05-06 21:53:31,great_tit_observed.csv,0.7730604206474547166529953368,0.772,0.59,5.429,0.251,0.082,0.006,3.71,11.84,10.19,6.245,8.451,15.029,1.873,1.702,1.99,1.415,0.161,8.16,7.922,4.335,11.508,1.153,0.292,12.186,66.924,124.92,8.927
2026-05-06 21:53:31,great_tit_observed.csv,1.379844349096826613814409911,0.855,0.413,4.657,0.287,0.718,0.049,4.86,11.72,11.45,8.074,9.774,13.848,5.699,11.240,11.603,10.876,0.127,8.63,7.656,9.702,5.611,0.81,0.198,12.269,64.252,118.196,10.307
2026-05-06 21:53:31,great_tit_observed.csv,0.4754220990871227861323983059,0.674,1.888,3.124,0.321,0.414,0.039,2.85,11.28,10.51,4.117,8.716,12.91,4.521,9.440,5.013,13.867,0.186,8.33,9.414,12.079,6.749,1.37,0.097,12.065,92.758,174.449,11.066
2026-05-06 21:53:32,great_tit_observed.csv,1.321098252113919740819636936,0.633,1.315,3.945,0.44,0.15,0.029,2.87,11.98,10.63,2.543,12.367,7.525,17.209,5.748,10.565,0.93,0.22,8.72,7.404,4.965,9.843,1.308,0.168,12.066,124.626,237.304,11.947
2026-05-06 21:53:32,great_tit_observed.csv,1.394206582673582581630143681,0.989,0.71,3.468,0.237,0.038,0.049,3.15,1.03,10.96,6.567,3.224,1.152,5.295,7.876,5.454,10.298,0.067,7.61,4.504,5.311,3.698,0.971,0.241,12.067,102.322,198.229,6.415
2026-05-06 21:53:32,great_tit_observed.csv,0.8040586239406099623668970380,0.888,1.619,2.384,0.138,0.447,0.003,3.46,11.03,11.47,3.773,8.374,10.879,5.868,6.482,2.039,10.924,0.238,7.33,3.815,3.961,3.669,0.907,0.164,12.114,87.615,164.342,10.888
2026-05-06 21:53:33,great_tit_observed.csv,0.7974994955665223209693086876,0.697,0.498,5.657,0.378,0.256,0.028,4.75,11.17,9.49,2.947,4.376,4.062,4.689,5.660,0.368,10.953,0.175,8.59,8.472,3.516,13.428,0.811,0.319,12.011,69.866,127.841,11.89
2026-05-06 21:53:33,great_tit_observed.csv,0.4240490538651669044460448947,1.002,2.315,1.045,0.1,0.265,0.015,4.49,11.25,10.24,4.786,12.450,7.473,17.426,9.614,9.861,9.367,0.134,8.81,5.158,6.435,3.881,1.505,0.176,12.089,85.090,157.826,12.354
2026-05-06 21:53:33,great_tit_observed.csv,0.7022882966918938552127950150,0.825,3.606,4.071,0.339,0.048,0.043,4.12,10.51,10.46,8.168,18.559,18.737,18.381,4.486,8.289,0.683,0.128,7.09,8.916,10.147,7.686,1.439,0.079,12.275,87.219,159.689,14.749
2026-05-06 21:53:34,great_tit_observed.csv,0.6738069994096810815940823045,0.62,2.342,1.778,0.237,0.056,0.023,3.51,11.44,10.36,11.529,7.872,12.848,2.895,3.437,5.862,1.012,0.112,7.16,7.518,8.173,6.863,0.95,0.09,12.162,54.327,98.953,9.701
