month,observed,simulated_raw,synthesised
1,70,0.4727871,55.22915124696254
2,69,0.40120459999999997,46.86716184594949
3,86,0.6058296000000001,70.77065894625048
4,91,0.6861596999999999,80.15450897638797
5,73,0.47512879999999996,55.50269953851916
6,48,0.3185669,37.213746953704934
7,15,0.21938049999999998,25.627177254062694
8,9,0.1716355,20.049791944086543
9,12,0.2600314,30.375857377579496
10,23,0.40736990000000006,47.58736822675578
11,21,0.4784189,55.88703623154152
12,28,0.41600390000000004,48.59595854545583
