method,step,t,y,step_size,difference,tolerance
RungeKutta4,0,0.0,0,0.1,0,0.01
RungeKutta4,1,0.1,0.00000403527,0.1,0,0.01
RungeKutta4,2,0.2,0.0000114986,0.1,0,0.01
RungeKutta4,3,0.3,0.0000276888,0.1,0,0.01
RungeKutta4,4,0.4,0.0000643325,0.1,0,0.01
RungeKutta4,5,0.5,0.000147963,0.1,0,0.01
RungeKutta4,6,0.6,0.000338778,0.1,0,0.01
RungeKutta4,7,0.7,0.000772931,0.1,0,0.01
RungeKutta4,8,0.8,0.00175625,0.1,0,0.01
RungeKutta4,9,0.9,0.00396652,0.1,0,0.01
RungeKutta4,10,1.0,0.00886625,0.1,0,0.01
RungeKutta4,11,1.1,0.0194442,0.1,0,0.01
RungeKutta4,12,1.2,0.0411700,0.1,0,0.01
RungeKutta4,13,1.3,0.0820995,0.1,0,0.01
RungeKutta4,14,1.4,0.149883,0.1,0,0.01
RungeKutta4,15,1.5,0.245833,0.1,0,0.01
RungeKutta4,16,1.6,0.362364,0.1,0,0.01
RungeKutta4,17,1.7,0.487517,0.1,0,0.01
RungeKutta4,18,1.8,0.610887,0.1,0,0.01
RungeKutta4,19,1.9,0.726044,0.1,0,0.01
RungeKutta4,20,2.0,0.830084,0.1,0,0.01
RungeKutta4,21,2.1,0.922359,0.1,0,0.01
RungeKutta4,22,2.2,1.00339,0.1,0,0.01
RungeKutta4,23,2.3,1.07421,0.1,0,0.01
RungeKutta4,24,2.4,1.13595,0.1,0,0.01
RungeKutta4,25,2.5,1.18972,0.1,0,0.01
RungeKutta4,26,2.6,1.23650,0.1,0,0.01
RungeKutta4,27,2.7,1.27711,0.1,0,0.01
RungeKutta4,28,2.8,1.31224,0.1,0,0.01
RungeKutta4,29,2.9,1.34245,0.1,0,0.01
RungeKutta4,30,3.0,1.36817,0.1,0,0.01
RungeKutta4,31,3.1,1.38968,0.1,0,0.01
RungeKutta4,32,3.2,1.40710,0.1,0,0.01
RungeKutta4,33,3.3,1.42033,0.1,0,0.01
RungeKutta4,34,3.4,1.42893,0.1,0,0.01
RungeKutta4,35,3.5,1.43189,0.1,0,0.01
RungeKutta4,36,3.6,1.42736,0.1,0,0.01
RungeKutta4,37,3.7,1.41213,0.1,0,0.01
RungeKutta4,38,3.8,1.38127,0.1,0,0.01
RungeKutta4,39,3.9,1.32825,0.1,0,0.01
RungeKutta4,40,4.0,1.24686,0.1,0,0.01
RungeKutta4,41,4.1,1.13567,0.1,0,0.01
RungeKutta4,42,4.2,1.00293,0.1,0,0.01
RungeKutta4,43,4.3,0.865888,0.1,0,0.01
RungeKutta4,44,4.4,0.742462,0.1,0,0.01
RungeKutta4,45,4.5,0.642864,0.1,0,0.01
RungeKutta4,46,4.6,0.568284,0.1,0,0.01
RungeKutta4,47,4.7,0.514606,0.1,0,0.01
RungeKutta4,48,4.8,0.476260,0.1,0,0.01
RungeKutta4,49,4.9,0.448292,0.1,0,0.01
RungeKutta4,50,5.0,0.426967,0.1,0,0.01
RungeKutta4,51,5.1,0.409716,0.1,0,0.01
RungeKutta4,52,5.2,0.394860,0.1,0,0.01
RungeKutta4,53,5.3,0.381342,0.1,0,0.01
RungeKutta4,54,5.4,0.368512,0.1,0,0.01
RungeKutta4,55,5.5,0.355989,0.1,0,0.01
RungeKutta4,56,5.6,0.343549,0.1,0,0.01
RungeKutta4,57,5.7,0.331074,0.1,0,0.01
RungeKutta4,58,5.8,0.318507,0.1,0,0.01
RungeKutta4,59,5.9,0.305827,0.1,0,0.01
RungeKutta4,60,6.0,0.293039,0.1,0,0.01
RungeKutta4,61,6.1,0.280156,0.1,0,0.01
RungeKutta4,62,6.2,0.267205,0.1,0,0.01
RungeKutta4,63,6.3,0.254213,0.1,0,0.01
RungeKutta4,64,6.4,0.241212,0.1,0,0.01
RungeKutta4,65,6.5,0.228236,0.1,0,0.01
RungeKutta4,66,6.6,0.215321,0.1,0,0.01
RungeKutta4,67,6.7,0.202498,0.1,0,0.01
RungeKutta4,68,6.8,0.189805,0.1,0,0.01
RungeKutta4,69,6.9,0.177274,0.1,0,0.01
RungeKutta4,70,7.0,0.164942,0.1,0,0.01
RungeKutta4,71,7.1,0.152840,0.1,0,0.01
RungeKutta4,72,7.2,0.141001,0.1,0,0.01
RungeKutta4,73,7.3,0.129460,0.1,0,0.01
RungeKutta4,74,7.4,0.118247,0.1,0,0.01
RungeKutta4,75,7.5,0.107393,0.1,0,0.01
RungeKutta4,76,7.6,0.0969277,0.1,0,0.01
RungeKutta4,77,7.7,0.0868803,0.1,0,0.01
RungeKutta4,78,7.8,0.0772773,0.1,0,0.01
RungeKutta4,79,7.9,0.0681456,0.1,0,0.01
RungeKutta4,80,8.0,0.0595107,0.1,0,0.01
RungeKutta4,81,8.1,0.0513953,0.1,0,0.01
RungeKutta4,82,8.2,0.0438223,0.1,0,0.01
RungeKutta4,83,8.3,0.0368117,0.1,0,0.01
RungeKutta4,84,8.4,0.0303838,0.1,0,0.01
RungeKutta4,85,8.5,0.0245552,0.1,0,0.01
RungeKutta4,86,8.6,0.0193424,0.1,0,0.01
RungeKutta4,87,8.7,0.0147590,0.1,0,0.01
RungeKutta4,88,8.8,0.0108178,0.1,0,0.01
RungeKutta4,89,8.9,0.00752943,0.1,0,0.01
RungeKutta4,90,9.0,0.00490291,0.1,0,0.01
RungeKutta4,91,9.1,0.00294643,0.1,0,0.01
RungeKutta4,92,9.2,0.00166561,0.1,0,0.01
RungeKutta4,93,9.3,0.00105842,0.1,0,0.01
RungeKutta4,94,9.4,0.00110301,0.1,0,0.01
RungeKutta4,95,9.5,0.00171118,0.1,0,0.01
RungeKutta4,96,9.6,0.00264757,0.1,0,0.01
RungeKutta4,97,9.7,0.00347295,0.1,0,0.01
RungeKutta4,98,9.8,0.00372284,0.1,0,0.01
RungeKutta4,99,9.9,0.00329658,0.1,0,0.01
RungeKutta4,100,10.0,0.00250514,0.1,0,0.01
RungeKutta4,101,10.1,0.00170644,0.1,0,0.01
RungeKutta4,102,10.2,0.00107841,0.1,0,0.01
RungeKutta4,103,10.3,0.000647103,0.1,0,0.01
RungeKutta4,104,10.4,0.000374156,0.1,0,0.01
RungeKutta4,105,10.5,0.000210428,0.1,0,0.01
RungeKutta4,106,10.6,0.000115825,0.1,0,0.01
RungeKutta4,107,10.7,0.0000626573,0.1,0,0.01
RungeKutta4,108,10.8,0.0000334130,0.1,0,0.01
RungeKutta4,109,10.9,0.0000176027,0.1,0,0.01
RungeKutta4,110,11.0,0.00000917685,0.1,0,0.01
RungeKutta4,111,11.1,0.00000474057,0.1,0,0.01
RungeKutta4,112,11.2,0.00000242907,0.1,0,0.01
RungeKutta4,113,11.3,0.00000123565,0.1,0,0.01
RungeKutta4,114,11.4,6.24468E-7,0.1,0,0.01
RungeKutta4,115,11.5,3.13723E-7,0.1,0,0.01
RungeKutta4,116,11.6,1.56756E-7,0.1,0,0.01
RungeKutta4,117,11.7,7.79353E-8,0.1,0,0.01
RungeKutta4,118,11.8,3.85696E-8,0.1,0,0.01
RungeKutta4,119,11.9,1.90066E-8,0.1,0,0.01
RungeKutta4,120,12.0,5.60275E-7,0.1,0,0.01
RungeKutta4,121,12.1,0.00000371564,0.1,0,0.01
