month,observed,simulated_raw,synthesised
1,0,3.8359928099999995e-07,2.399093350878295e-05
2,0,0.00073507663,0.045972908260456954
3,12,0.22240998799999998,13.909888516702445
4,63,1.0827715,67.71832051923263
5,101,1.454401,90.96064412620065
6,62,1.039575,65.01673996201531
7,18,0.4127015,25.81103442025218
8,11,0.2748659,17.190568015511438
9,1,0.14546806,9.09781307726604
10,8,0.027244259700000002,1.7039010637736705
11,4,4.8927568500000006e-05,0.0030600110604219917
12,0,2.7219819e-08,1.7023725019706357e-06
