month,observed,simulated_raw,synthesised
1,0,0.0016865419399999999,0.018724999985060088
2,3,0.35028972999999997,3.889126640406406
3,15,1.3865197999999999,15.393974272756903
4,22,1.8408000000000002,20.43766547098059
5,4,0.64298279,7.138780511526382
6,0,0.001556822918,0.017284781614319778
7,0,7.54055952e-07,8.371981363199585e-06
8,0,3.3477949599999997e-10,3.716922721529489e-09
9,0,1.1534227570000002e-13,1.2805991120264091e-12
10,0,2.429556357e-17,2.6974391605421715e-16
11,0,6.2529918e-21,6.942446468990916e-20
12,0,1.91060787e-23,2.1212714305347004e-22
