month,observed,simulated_raw,synthesised
1,0,1.34232699e-10,3.1752743274839643e-09
2,0,1.100339622e-06,2.6028532386508965e-05
3,0,0.00695911573,0.1646178739165397
4,19,0.6664150299999999,15.764046703765196
5,21,0.9803466999999999,23.190099966205874
6,0,0.01871483113,0.4426993070465395
7,0,5.85774212e-06,0.00013856488254517993
8,0,1.369705322e-09,3.24003776841644e-08
9,0,2.9035754e-13,6.868407246682854e-12
10,0,5.80274892e-17,1.3726401846774532e-15
11,0,1.129941193e-20,2.6728757511606792e-19
12,0,2.213221162e-24,5.235374382767069e-23
