month,observed,simulated_raw,synthesised
1,0,7.491762999999999e-08,5.289390462581887e-07
2,0,4.8343438889999994e-05,0.0003413179575931276
3,1,0.0146491849,0.1034272692484514
4,10,0.33935861,2.3959650020015935
5,6,1.045713,7.383021017613467
6,1,1.6407479999999999,11.584131562491105
7,20,2.0322039999999997,14.347918448061904
8,15,1.769774,12.495090563496731
9,3,0.27015591,1.9073749313267527
10,1,0.0041426839,0.029248486251035353
11,0,3.3388385e-05,0.00023573116925884087
12,0,1.95119794e-07,1.3775993413626974e-06
