TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,AUTUMN_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH
2026-05-21 15:31:37,snowberry_observed.csv,0.2758880416996180432608333334,0.25,1.286,3.393,0.0,0.735,0.14,8.3,10.27,0.807,4.286,0.277,7.21,1.147
2026-05-21 15:31:38,snowberry_observed.csv,0.2496189846022469415926851852,0.565,0.51,1.723,0.0,1.377,0.607,7.41,10.21,2.346,4.323,0.171,7.31,4.953
2026-05-21 15:31:38,snowberry_observed.csv,0.2598197635651260129629629629,0.715,1.542,1.072,0.0,0.777,0.595,6.56,9.55,0.956,5.052,0.263,7.63,3.859
2026-05-21 15:31:38,snowberry_observed.csv,0.3083818841525001015886620741,0.643,1.895,2.5,0.0,1.487,0.283,7.11,9.75,3.948,5.304,0.024,5.84,2.368
2026-05-21 15:31:39,snowberry_observed.csv,0.1636745745387713378997386252,0.711,1.43,3.271,0.0,1.102,0.76,8.19,9.81,3.953,4.795,0.254,5.7,4.799
2026-05-21 15:31:39,snowberry_observed.csv,0.1992904148707744218059302223,0.211,1.476,0.737,0.0,0.723,0.635,9.24,10.61,3.775,4.356,0.267,7.44,2.533
2026-05-21 15:31:39,snowberry_observed.csv,0.2106082511167252166730555556,0.269,1.245,1.092,0.0,1.371,0.426,9.23,9.36,1.066,4.825,0.308,7.67,2.307
2026-05-21 15:31:39,snowberry_observed.csv,0.1704648349624867041669638889,0.704,0.999,1.168,0.0,0.872,0.323,7.84,10.1,3.713,4.736,0.057,6.86,2.392
2026-05-21 15:31:40,snowberry_observed.csv,0.2678651432087856052311490741,0.176,1.793,1.438,0.0,1.359,0.63,7.11,9.77,3.303,3.156,0.104,7.76,4.272
2026-05-21 15:31:40,snowberry_observed.csv,0.1657133983733535117338395799,0.783,1.402,2.792,0.0,0.95,0.307,9.11,9.7,2.773,2.806,0.393,7.71,3.214
2026-05-21 15:31:40,snowberry_observed.csv,0.1890906799379343955823514445,0.4,1.524,3.272,0.0,1.243,0.081,7.92,10.99,2.215,1.756,0.234,5.77,3.116
2026-05-21 15:31:40,snowberry_observed.csv,0.3653492955827783931085194444,0.12,1.189,1.75,0.0,1.079,0.181,6.93,9.6,2.087,5.544,0.04,6.27,4.042
2026-05-21 15:31:41,snowberry_observed.csv,0.1708885862458605412365015218,0.23,1.839,3.203,0.0,1.408,0.514,9.17,9.11,3.297,2.338,0.172,7.62,3.809
2026-05-21 15:31:41,snowberry_observed.csv,0.1997176399910358562033333332,0.397,1.748,0.894,0.0,1.425,0.193,7.96,10.05,1.96,3.927,0.276,6.36,1.096
2026-05-21 15:31:41,snowberry_observed.csv,0.1973358955981174217685185185,0.606,1.826,2.068,0.0,1.251,0.534,7.48,9.69,3.803,5.135,0.184,6.18,1.488
2026-05-21 15:31:42,snowberry_observed.csv,0.1905274888757300552945278611,0.662,0.61,2.675,0.0,1.25,0.114,8.88,10.07,1.927,3.452,0.086,5.58,1.258
2026-05-21 15:31:42,snowberry_observed.csv,0.2667566764880271207263555556,0.322,0.685,3.184,0.0,0.934,0.563,6.93,9.64,2.282,5.648,0.28,6.86,3.173
2026-05-21 15:31:42,snowberry_observed.csv,0.1486559653076174161722222222,0.403,1.516,2.766,0.0,0.712,0.668,8.87,10.64,3.781,2.269,0.057,7.29,3.425
2026-05-21 15:31:42,snowberry_observed.csv,0.2019095357937696397443851851,0.15,0.327,0.506,0.0,0.83,0.662,9.44,10.53,1.839,5.571,0.099,7.21,4.988
2026-05-21 15:31:43,snowberry_observed.csv,0.1208116515883848303611111111,0.334,1.567,0.985,0.0,0.706,0.78,8.89,9.23,3.009,5.37,0.175,5.53,3.04
2026-05-21 15:31:43,snowberry_observed.csv,0.2500448512102594330038888889,0.163,0.484,0.674,0.0,1.188,0.188,8.73,10.57,0.824,3.441,0.289,6.75,1.265
2026-05-21 15:31:43,snowberry_observed.csv,0.1490453753243595735526851852,0.768,1.477,1.975,0.0,0.933,0.677,8.17,10.14,2.892,1.457,0.124,6.18,2.003
2026-05-21 15:31:44,snowberry_observed.csv,0.1709984938195106070049074074,0.69,0.792,2.778,0.0,0.858,0.437,7.66,10.74,3.638,3.497,0.123,7.13,1.973
2026-05-21 15:31:44,snowberry_observed.csv,0.2152136050254667134622095279,0.524,0.845,3.188,0.0,1.021,0.25,7.05,9.11,2.649,3.101,0.379,5.74,1.489
2026-05-21 15:31:44,snowberry_observed.csv,0.1419868754208949776362962963,0.427,1.467,1.911,0.0,0.927,0.138,9.23,9.92,3.886,2.229,0.054,7.91,4.318
2026-05-21 15:31:44,snowberry_observed.csv,0.1452858210478001255367000000,0.814,1.107,0.92,0.0,0.956,0.545,9.04,10.12,3.258,4.9,0.009,6.11,4.189
2026-05-21 15:31:45,snowberry_observed.csv,0.3187337577866313689093518518,0.567,1.494,1.89,0.0,0.718,0.223,6.89,10.77,2.129,4.143,0.111,7.52,4.327
2026-05-21 15:31:45,snowberry_observed.csv,0.2655040909542325353333333333,0.814,1.271,0.779,0.0,1.27,0.016,6.97,9.49,3.234,4.052,0.119,7.56,1.009
2026-05-21 15:31:45,snowberry_observed.csv,0.1654730538388503561447765634,0.429,1.29,3.471,0.0,0.916,0.734,8.2,9.53,3.764,3.632,0.304,7.4,3.943
2026-05-21 15:31:45,snowberry_observed.csv,0.2085564334089518904115740740,0.415,0.588,1.934,0.0,1.118,0.796,7.3,9.53,1.705,3.219,0.273,5.83,3.139
2026-05-21 15:31:46,snowberry_observed.csv,0.2086079448659513474184094906,0.275,1.408,3.15,0.0,0.845,0.475,8.43,9.07,1.625,3.365,0.21,7.84,4.026
2026-05-21 15:31:46,snowberry_observed.csv,0.2302605111603748002074999999,0.674,1.695,2.241,0.0,1.25,0.535,7.81,10.52,1.698,1.717,0.091,6.1,3.607
2026-05-21 15:31:46,snowberry_observed.csv,0.3109634799907360301304629628,0.297,1.696,2.134,0.0,0.963,0.235,6.71,9.99,2.502,2.942,0.214,6.7,4.09
2026-05-21 15:31:47,snowberry_observed.csv,0.1201011273773034270818518519,0.692,0.914,1.006,0.0,0.963,0.297,9.07,9.19,2.757,3.422,0.167,7.19,3.392
2026-05-21 15:31:47,snowberry_observed.csv,0.2032734198346006115972305555,0.683,0.885,3.36,0.0,1.059,0.35,7.74,9.3,3.439,3.961,0.086,7.24,4.019
2026-05-21 15:31:47,snowberry_observed.csv,0.2193372090140360127575000000,0.415,0.729,1.581,0.0,1.259,0.175,8.87,9.89,1.844,2.82,0.217,7.86,4.105
2026-05-21 15:31:47,snowberry_observed.csv,0.2483093392510068853190740741,0.367,1.501,2.678,0.0,1.207,0.523,7.45,10.17,1.947,2.216,0.244,7.19,2.704
2026-05-21 15:31:48,snowberry_observed.csv,0.3330749320561934317129629629,0.436,0.867,1.137,0.0,1.222,0.008,6.93,10.88,0.826,5.848,0.308,7.35,1.539
2026-05-21 15:31:48,snowberry_observed.csv,0.1670828247561165808497222222,0.576,1.389,1.853,0.0,1.171,0.315,8.57,9.23,2.276,5.884,0.171,7.73,1.014
2026-05-21 15:31:48,snowberry_observed.csv,0.1407501834480489051213989953,0.581,1.672,2.769,0.0,0.757,0.126,9.15,10.15,2.112,1.561,0.238,6.09,4.485
2026-05-21 15:31:49,snowberry_observed.csv,0.1974679871540959301330407406,0.631,0.642,2.242,0.0,0.928,0.676,7.75,9.33,2.838,2.375,0.032,7.33,2.163
2026-05-21 15:31:49,snowberry_observed.csv,0.1952900743417114278595750000,0.215,0.444,1.712,0.0,1.095,0.469,8.13,10.5,3.168,4.89,0.242,6.57,2.526
2026-05-21 15:31:49,snowberry_observed.csv,0.1702182426415852363147124916,0.804,1.886,2.947,0.0,1.199,0.648,8.58,9.33,2.322,2.367,0.212,6.28,1.219
2026-05-21 15:31:49,snowberry_observed.csv,0.1327350691085341554360185185,0.58,0.615,0.629,0.0,1.083,0.387,7.88,9.87,2.61,5.467,0.095,6.51,1.538
2026-05-21 15:31:50,snowberry_observed.csv,0.1596931389096165677288932685,0.344,1.51,3.21,0.0,0.985,0.168,8.48,9.62,3.959,1.389,0.239,7.99,2.77
2026-05-21 15:31:50,snowberry_observed.csv,0.3134970855867821454999999998,0.399,0.589,3.494,0.0,1.148,0.581,6.62,10.54,1.653,2.571,0.324,6.96,2.475
2026-05-21 15:31:50,snowberry_observed.csv,0.2216876256154622119971296295,0.61,0.555,2.033,0.0,1.182,0.613,6.57,10.19,3.25,1.013,0.229,7.39,2.419
2026-05-21 15:31:51,snowberry_observed.csv,0.1712685089124860877185226301,0.752,0.597,2.431,0.0,1.266,0.304,9.36,9.58,3.973,5.094,0.17,7.45,1.607
2026-05-21 15:31:51,snowberry_observed.csv,0.1991259896029722689573696667,0.698,0.631,2.095,0.0,1.005,0.664,8.89,10.6,1.499,5.436,0.339,6.04,1.038
2026-05-21 15:31:51,snowberry_observed.csv,0.1737902117370228747183076061,0.132,1.599,2.88,0.0,1.345,0.174,9.5,9.36,1.65,5.167,0.38,5.82,3.722
2026-05-21 15:31:51,snowberry_observed.csv,0.1672690152148442434609735856,0.532,1.044,3.059,0.0,1.399,0.634,8.51,9.42,3.715,5.056,0.118,6.05,1.719
2026-05-21 15:31:52,snowberry_observed.csv,0.2583190996130444414610222222,0.24,1.35,1.007,0.0,1.496,0.791,7.21,9.68,2.911,2.724,0.28,7.9,3.421
2026-05-21 15:31:52,snowberry_observed.csv,0.3179718746498739371074999999,0.316,1.562,0.733,0.0,1.44,0.711,6.51,9.67,3.381,2.734,0.346,7.39,1.693
2026-05-21 15:31:52,snowberry_observed.csv,0.1596030671888773388023350038,0.698,1.807,2.658,0.0,0.708,0.443,8.41,9.6,3.06,4.644,0.167,6.74,3.148
