month,observed,simulated_raw,synthesised
1,0,1.1666842530000001e-10,7.796907436229368e-09
2,0,2.7834238e-07,1.860151765020677e-05
3,0,0.0005206007860000001,0.034791556749247166
4,5,0.200052911,13.369461578009588
5,62,0.9746923000000001,65.13832360695714
6,58,0.7563906,50.54930225268064
7,21,0.34294020000000003,22.918565916068694
8,16,0.2253444,15.05968237382771
9,3,0.11606469999999999,7.756560699150283
10,7,0.0161727522,1.0808190096697472
11,1,1.2801634090000001e-05,0.0008555284411832065
12,0,6.7991664e-09,4.543857597118083e-07
