month,observed,simulated_raw,synthesised
1,0,2.9865253179999996e-14,7.312226235327913e-13
2,0,2.233575068e-10,5.468698394206591e-09
3,0,1.233844614e-06,3.020952443440442e-05
4,0,0.00535726765,0.13116765769204008
5,22,0.60318045,14.768305778437393
6,34,1.3065612999999998,31.989924071101225
7,1,0.49272330000000003,12.06386639116162
8,1,0.2919733,7.1486915292752515
9,6,0.1754073,4.29468269764065
10,1,0.07316975,1.7914924824433873
11,2,0.010196086699999999,0.24964158922766583
12,3,6.2068153999999996e-06,0.00015196803500099214
