month,observed,simulated_raw,synthesised
1,0,1.394555792e-07,6.157667207341501e-07
2,0,0.000683831565,0.00301946127024907
3,1,0.304522916,1.3446222693234566
4,6,1.3527904,5.97325193604473
5,8,1.725749,7.620052267799399
6,4,0.9164372999999999,4.046532911889828
7,0,0.3791692,1.6742232632553655
8,1,0.2438189,1.0765834208087937
9,2,0.063502688,0.2803963969880659
10,0,0.00012949319520000002,0.0005717777705496862
11,0,1.1680205279999999e-08,5.1573997569882124e-08
12,0,3.0282807200000003e-12,1.3371386782185126e-11
