month,observed,simulated_raw,synthesised
1,0,5.059945340000001e-13,1.6399740820429314e-11
2,0,1.6223215680000001e-09,5.258091037519486e-08
3,0,4.05925308e-06,0.00013156406633540714
4,0,0.008064572740000001,0.26138010171370646
5,17,0.5309241499999999,17.20773223867816
6,6,0.16397333600000003,5.314524231325336
7,0,0.000233486535,0.007567509927014542
8,0,7.16743787e-08,2.323031485840713e-06
9,0,2.26858445e-11,7.352687531058622e-10
10,0,6.5875671399999996e-15,2.1350901338625284e-13
11,0,1.4675632620000002e-18,4.7565053606653785e-17
12,0,2.9459459899999997e-22,9.548077589901996e-21
