month,observed,simulated_raw,synthesised
1,0,1.2723651907000001e-12,9.525751746245796e-11
2,0,1.2600570982e-07,9.433605376255646e-06
3,0,0.008769788767,0.6565633143067799
4,69,0.6907151,51.7114160154251
5,86,1.273277,95.32578142547112
6,31,0.41604176,31.14758679975238
7,0,0.000552170121,0.04133903955236915
8,0,7.51001754e-08,5.622486627179273e-06
9,0,9.30557707e-12,6.966759046245994e-10
10,0,1.144764911e-15,8.570453223417598e-14
11,0,1.4076978020000001e-19,1.0538939522709366e-17
12,0,1.730987945e-23,1.2959299390093076e-21
