month,observed,simulated_raw,synthesised
1,0,1.144306542e-07,4.392214726471342e-06
2,0,0.000663147295,0.025453715486305723
3,5,0.359536601,13.80016538975315
4,61,1.599702,61.40168236812945
5,38,0.8770598,33.66436202333631
6,1,0.00486532787,0.18674685440822592
7,0,2.1982691099999997e-06,8.437660367486607e-05
8,0,7.50739559e-10,2.8815786904628222e-08
9,0,2.29618505e-13,8.813493081745691e-12
10,0,6.72251723e-17,2.580317257031231e-15
11,0,1.956427352e-20,7.509394302427864e-19
12,0,5.77339083e-24,2.2160121693336087e-22
