month,observed,simulated_raw,synthesised
1,0,2.263487202e-07,1.2257028047371349e-05
2,0,0.001040118116,0.056323521109933126
3,9,0.27642204000000004,14.968552480428848
4,57,0.9887111,53.53977558494443
5,63,1.2283050000000002,66.51404444621404
6,42,0.6678715000000001,36.16596418264164
7,9,0.2683989,14.534090770545554
8,6,0.079854684,4.324217519927361
9,1,0.00019463284599999998,0.010539579151381075
10,2,3.623606863e-08,1.962222314011489e-06
11,3,2.719132801e-12,1.4724398254576222e-10
12,0,7.2502748e-16,3.92610223270658e-14
