month,observed,simulated_raw,synthesised
1,0,1.229021999e-13,1.6920057875396081e-12
2,0,8.0170675e-10,1.1037169896171808e-08
3,0,3.59520377e-06,4.949549797459905e-05
4,0,0.01152671616,0.15868935193930836
5,11,0.6242736,8.594431548561616
6,17,1.265078,17.416444127368564
7,8,0.6724026000000001,9.257027878120839
8,1,0.13929823700000002,1.9177315246581197
9,0,0.000400588605,0.005514939835364313
10,0,1.003067337e-07,1.3809319449748454e-06
11,0,1.529375017e-11,2.105504524888888e-10
12,0,9.68819467e-16,1.3337825902049117e-14
