month,observed,simulated_raw,synthesised
1,1,0.18999374200000002,3.570343961238391
2,19,0.9933415,18.666777066649303
3,4,0.160780075,3.0213635660889584
4,0,8.63961e-05,0.001623547126670878
5,0,1.1747342280000001e-08,2.2075491607506963e-07
6,0,1.4715690010000002e-12,2.7653581854637938e-11
7,0,1.619459336e-16,3.043272267756447e-15
8,0,1.4651755149999997e-20,2.7533436086198027e-19
9,0,1.265477737e-24,2.3780734822200483e-23
10,0,2.71127056e-28,5.094993324137712e-27
11,0,1.097887087e-31,2.0631387591661086e-30
12,0,3.8048371600000004e-35,7.150013066062686e-34
