TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,AUTUMN_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH
2026-05-03 22:03:13,redwing_observed.csv,0.06010461879347309305955242875,0.603,0.72,2.525,0.0,1.188,0.025,1.85,11.02,3.536,3.79,0.231,6.41,4.822
2026-05-03 22:04:11,redwing_observed.csv,0.04582473271185609906431551666,1.137,0.787,3.315,0.0,1.349,0.009,2.51,11.51,3.88,4.66,0.31,5.58,3.26
2026-05-03 22:05:10,redwing_observed.csv,0.04950890522921828169441987692,1.042,0.35,3.149,0.0,1.184,0.299,1.76,11.26,3.498,5.215,0.306,7.63,3.03
2026-05-03 22:06:08,redwing_observed.csv,0.06924361043650809002792904309,0.579,0.445,3.375,0.0,0.922,0.094,1.99,11.22,2.389,2.936,0.258,6.38,2.788
2026-05-03 22:07:06,redwing_observed.csv,0.05336286294707766457419403902,0.89,0.358,1.516,0.0,1.451,0.249,1.48,11.72,3.168,5.32,0.363,5.51,1.756
2026-05-03 22:08:04,redwing_observed.csv,0.04845689943210087606612059579,0.784,1.434,2.52,0.0,0.87,0.077,1.92,11.98,3.842,2.35,0.258,7.42,1.288
2026-05-03 22:09:01,redwing_observed.csv,0.05632721519609732373833909501,1.14,0.248,3.465,0.0,1.304,0.45,1.95,11.5,2.988,5.679,0.298,7.05,2.895
2026-05-03 22:11:27,redwing_observed.csv,0.06927628120619695123847553995,1.176,1.167,2.308,0.0,0.927,0.007,2.54,11.93,3.797,1.052,0.379,7.3,3.032
2026-05-03 22:12:24,redwing_observed.csv,0.04692024096914473913731347278,0.984,0.512,2.231,0.0,1.163,0.119,1.55,11.46,3.653,2.428,0.39,6.23,3.342
2026-05-03 22:13:21,redwing_observed.csv,0.06957807325166117126203134171,1.128,0.238,2.116,0.0,1.262,0.275,1.43,11.31,3.239,5.563,0.032,7.21,4.667
2026-05-03 22:14:19,redwing_observed.csv,0.06440622330285901283681244515,0.974,1.452,3.362,0.0,1.367,0.168,2.33,11.26,2.889,1.75,0.345,6.46,1.228
2026-05-03 22:15:17,redwing_observed.csv,0.05601200085897588029290453205,0.835,1.357,2.934,0.0,1.343,0.107,1.59,11.47,3.763,5.229,0.175,6.16,1.043
2026-05-03 22:16:15,redwing_observed.csv,0.06884098346092570140090976861,1.027,1.405,3.005,0.0,0.874,0.014,2.49,11.37,3.234,5.263,0.054,6.76,1.779
2026-05-03 22:19:55,redwing_observed.csv,0.05070765744508802968549182926,1.018,0.536,2.965,0.0,0.959,0.124,1.6,11.29,2.415,1.783,0.294,7.92,1.551
2026-05-03 22:20:52,redwing_observed.csv,0.05560550087543811602004851283,0.94,0.319,3.065,0.0,0.979,0.134,0.98,11.63,3.15,5.623,0.324,6.1,2.972
2026-05-03 22:23:37,redwing_observed.csv,0.05840443685795062208321228475,1.093,0.7,1.576,0.0,1.141,0.013,2.15,11.88,3.523,1.338,0.4,6.41,2.012
2026-05-03 22:24:34,redwing_observed.csv,0.07228962196801981228733453956,0.826,0.204,3.229,0.0,0.854,0.703,1.74,11.2,3.136,5.346,0.316,7.85,1.825
2026-05-03 22:25:31,redwing_observed.csv,0.05713695981721280390477398276,1.052,0.377,2.41,0.0,0.988,0.041,2.19,11.02,3.641,1.949,0.198,6.45,3.125
2026-05-03 22:26:42,redwing_observed.csv,0.04986009182845011830901122070,0.762,1.43,3.126,0.0,0.82,0.046,2.05,11.8,2.857,5.908,0.359,6.32,1.276
2026-05-03 22:27:39,redwing_observed.csv,0.06121715793456221398499795236,1.029,1.006,2.409,0.0,1.354,0.512,1.85,11.95,3.858,4.075,0.235,7.54,1.411
