month,observed,simulated_raw,synthesised
1,51,0.6617691,53.48125510222329
2,62,0.7005536,56.61564705027915
3,66,0.7355924,59.447328072067236
4,61,0.5475573,44.25116199046557
5,37,0.4065721,32.85736097008252
6,20,0.3561515,28.782590825923236
7,9,0.3126367,25.26591692935988
8,9,0.2515636,20.330258795754677
9,7,0.2042522,16.50676045978927
10,8,0.24108860000000001,19.48371557215027
11,12,0.28726039999999997,23.215116470634094
12,36,0.40949289999999994,33.093407122588836
