month,observed,simulated_raw,synthesised
1,153,0.8386098000000001,153.04390711004115
2,129,0.8088837999999999,147.61899652259856
3,157,0.9209970000000001,168.07933715612023
4,140,0.8508191,155.27206968944174
5,138,0.7282933,132.91145912445253
6,132,0.6753853999999999,123.25591761636694
7,121,0.5402483,98.59378061353162
8,52,0.32312820000000003,58.96997891681542
9,46,0.20691980000000001,37.762275912382954
10,53,0.2920706,53.30205511070104
11,80,0.3682141,67.1980276369384
12,114,0.48278610000000005,88.10709228823588
