month,observed,simulated_raw,synthesised
1,1,0.180412605,0.13256698227615593
2,1,1.0423698,0.7659321742058999
3,0,1.547001,1.1367346208885767
4,2,1.3146568,0.9660083601410661
5,0,0.0419909765,0.03085492301069529
6,0,7.13417739e-06,5.242185642267526e-06
7,0,6.996480840000001e-10,5.141006369880557e-10
8,0,6.10175976e-14,4.483566311551688e-14
9,0,4.752362242e-18,3.492030510313216e-18
10,0,3.39534151e-22,2.4948931798732495e-22
11,0,2.56167067e-26,1.8823127702592538e-26
12,0,2.7250851430000002e-30,2.0023895439739196e-30
