month,observed,simulated_raw,synthesised
1,14,0.3933475,12.029290439139876
2,12,0.2728354,8.343808639126737
3,10,0.49394020000000005,15.105600328886897
4,20,0.5733691999999999,17.534685324445377
5,10,0.392669,12.008540660476083
6,5,0.201567,6.164289809763904
7,5,0.08754959999999999,2.677427888140945
8,6,0.053001129999999994,1.6208720949608415
9,2,0.0108726814,0.33250660653196973
10,1,0.000838133326,0.025631659550845766
11,5,0.037396865,1.1436649542664048
12,5,0.2022379,6.184807166441191
