month,observed,simulated_raw,synthesised
1,11,0.43759040000000005,9.412081850190354
2,12,0.3126138,6.723974458989587
3,10,0.45319919999999997,9.747809743634201
4,17,0.6472945,13.922583345471105
5,6,0.5285404,11.368314994872716
6,4,0.33738450000000003,7.256764611347843
7,5,0.241875,5.202461702804247
8,6,0.21451030000000001,4.613877501217777
9,3,0.1782327,3.8335867532295542
10,1,0.11391930000000001,2.4502771905334075
11,5,0.16199780000000003,3.4843921465159355
12,4,0.29530409999999996,6.351662102040621
