month,observed,simulated_raw,synthesised
1,0,1.49236834e-08,5.675909405758646e-07
2,0,4.5231697e-06,0.00017202925548576373
3,0,0.0010648577499999998,0.04049962704931135
4,1,0.115987006,4.411322062093494
5,33,0.7918273,30.115487573305614
6,54,1.154312,43.90183148739321
7,40,1.0812538,41.12321635979143
8,7,0.6710227,25.520938446118215
9,4,0.06657621700000001,2.5320865240958454
10,0,0.00098179363,0.03734045777888134
11,0,1.11829472e-05,0.0004253198992185958
12,0,1.2493397700000002e-07,4.751601304763236e-06
