TIMESTAMP,OBSERVED,GROWTH,DECAY,OOS_DECAY,SEASON_START,SEASON_END,SHARPNESS,FORCING_PEAK,SCORE,WRAPS_YEAR
2026-05-05 17:27:50,garlic_mustard_observed.csv,2.0,1.5,3.0,3.63,5.39,4.305,4.32,0.08863823988978740070563001297,
2026-05-05 17:27:50,garlic_mustard_observed.csv,2.0,1.5,3.0,3.02,5.3,2.544,3.67,0.1164083363030019463427785968,
2026-05-05 17:27:50,garlic_mustard_observed.csv,2.0,1.5,3.0,4.29,6.11,7.602,5.81,0.03022531886873344043344274461,
2026-05-05 17:27:51,garlic_mustard_observed.csv,2.0,1.5,3.0,4.13,5.68,4.018,5.4,0.02133236085073849664668309061,
2026-05-05 17:27:51,garlic_mustard_observed.csv,2.0,1.5,3.0,3.8,6.5,7.729,5.21,0.01320246727565017050515318228,
2026-05-05 17:27:51,garlic_mustard_observed.csv,2.0,1.5,3.0,4.22,6.82,4.939,5.07,0.06404977363260901697329459392,
2026-05-05 17:27:52,garlic_mustard_observed.csv,2.0,1.5,3.0,4.23,6.76,4.236,6.24,0.09103270886010046794782899563,
2026-05-05 17:27:52,garlic_mustard_observed.csv,2.0,1.5,3.0,3.2,6.91,4.816,5.16,0.06487644272731849721576275391,
2026-05-05 17:27:52,garlic_mustard_observed.csv,2.0,1.5,3.0,3.73,5.65,3.176,3.81,0.03541009643073847951267173118,
2026-05-05 17:27:52,garlic_mustard_observed.csv,2.0,1.5,3.0,4.06,6.92,6.235,4.3,0.05371882502997528535694785630,
2026-05-05 17:27:53,garlic_mustard_observed.csv,2.0,1.5,3.0,3.68,6.18,5.917,5.24,0.02594838547325626552259530036,
2026-05-05 17:27:53,garlic_mustard_observed.csv,2.0,1.5,3.0,4.6,5.86,2.531,5.66,0.02429815018425187172739859289,
2026-05-05 17:27:53,garlic_mustard_observed.csv,2.0,1.5,3.0,4.61,5.27,2.022,5.08,0.03080912676686891633193988630,
2026-05-05 17:27:54,garlic_mustard_observed.csv,2.0,1.5,3.0,4.1,5.73,5.016,4.39,0.0211892984947470575639690176,
2026-05-05 17:27:54,garlic_mustard_observed.csv,2.0,1.5,3.0,4.99,6.74,4.969,4.99,0.1500692963393733876156563916,
2026-05-05 17:27:54,garlic_mustard_observed.csv,2.0,1.5,3.0,4.69,6.77,3.575,4.92,0.1057222633057888947646832630,
2026-05-05 17:27:54,garlic_mustard_observed.csv,2.0,1.5,3.0,3.92,6.19,3.892,4.19,0.02932238449024983086801529126,
2026-05-05 17:27:55,garlic_mustard_observed.csv,2.0,1.5,3.0,3.97,5.06,6.401,3.98,0.09107072910344019834487898993,
2026-05-05 17:27:55,garlic_mustard_observed.csv,2.0,1.5,3.0,4.06,5.01,7.095,4.97,0.09591573543978179185496788595,
2026-05-05 17:27:55,garlic_mustard_observed.csv,2.0,1.5,3.0,3.46,5.3,6.361,3.82,0.09807322612505946427932707647,
2026-05-05 17:27:56,garlic_mustard_observed.csv,2.0,1.5,3.0,3.69,5.21,7.796,5.05,0.1003377100587372383356220429,
2026-05-05 17:27:56,garlic_mustard_observed.csv,2.0,1.5,3.0,4.04,5.88,3.529,4.85,0.01406560900616378348919984128,
