month,observed,simulated_raw,synthesised
1,0,1.1515818999999999e-08,1.3278290397718226e-07
2,0,2.440440522e-05,0.0002813944709401481
3,1,0.0080613878,0.09295165911953189
4,10,0.20740261000000002,2.391451346035135
5,6,0.6400128,7.3796538627923525
6,1,0.9925815,11.444939695911124
7,20,1.2162659999999998,14.024129025361683
8,15,1.1209044000000001,12.924564141968636
9,3,0.23631428,2.72481673684494
10,1,0.005857176699999999,0.06753605030901312
11,0,8.3817195e-05,0.0009664523691560071
12,0,1.0266493e-06,1.1837757733092312e-05
