TIMESTAMP,OBSERVED,GROWTH,DECAY,OOS_DECAY,POST_PEAK_DECAY,POST_PEAK_SHARPNESS,SEASON_START,SEASON_END,SHARPNESS,FORCING_PEAK,SCORE,WRAPS_YEAR
2026-05-06 06:23:56,brimstone_butterfly_observed.csv,4.98,2.574,7.223,7.843,4.22,2.67,8.09,3.208,3.92,0.05334358680920915983486651606,
2026-05-06 06:23:56,brimstone_butterfly_observed.csv,1.512,2.538,2.491,7.35,7.019,1.18,9.6,7.915,3.46,0.1231620982930783150551500802,
2026-05-06 06:23:57,brimstone_butterfly_observed.csv,4.664,2.921,1.139,3.398,8.526,1.1,9.9,7.301,3.35,0.1274186984233823102378986925,
2026-05-06 06:23:57,brimstone_butterfly_observed.csv,2.687,2.776,3.779,4.179,5.589,2.03,8.04,2.43,4.07,0.05169033690613015639473972223,
2026-05-06 06:23:57,brimstone_butterfly_observed.csv,1.29,0.559,3.928,2.519,3.383,1.01,8.55,1.795,4.15,0.07599373216423385576952777779,
2026-05-06 06:23:57,brimstone_butterfly_observed.csv,3.316,0.773,5.822,7.653,6.212,2.7,8.71,2.513,4.06,0.06361481259430821669395805557,
2026-05-06 06:23:58,brimstone_butterfly_observed.csv,2.527,1.158,2.101,1.733,1.589,1.2,8.46,11.708,5.34,0.1614543421375501590601406898,
2026-05-06 06:23:58,brimstone_butterfly_observed.csv,3.211,2.854,3.897,0.928,8.004,1.43,9.56,8.134,5.2,0.1647120643688888703786197508,
2026-05-06 06:23:58,brimstone_butterfly_observed.csv,1.238,1.755,7.048,0.205,4.361,2.58,9.36,6.591,4.34,0.1402332577289263969532229889,
2026-05-06 06:23:58,brimstone_butterfly_observed.csv,2.607,2.509,6.689,5.732,2.545,1.67,8.38,5.939,3.0,0.1229906205895023135868838485,
2026-05-06 06:23:59,brimstone_butterfly_observed.csv,3.98,2.775,7.064,5.525,5.072,2.68,8.59,11.237,3.25,0.08933066616820115327125517836,
2026-05-06 06:23:59,brimstone_butterfly_observed.csv,1.59,1.538,4.253,1.498,6.25,2.61,9.73,1.786,2.76,0.09626574229684864333333333333,
2026-05-06 06:23:59,brimstone_butterfly_observed.csv,2.196,2.416,1.76,3.374,6.371,1.07,9.18,2.593,5.12,0.1314235119324069646859509722,
2026-05-06 06:23:59,brimstone_butterfly_observed.csv,4.59,1.246,4.211,4.465,2.971,1.99,9.48,10.152,3.16,0.08755759821354093833397337144,
2026-05-06 06:24:00,brimstone_butterfly_observed.csv,4.869,2.059,3.825,4.522,7.912,1.22,8.41,1.46,5.31,0.1310085673151710006934555555,
2026-05-06 06:24:00,brimstone_butterfly_observed.csv,2.516,2.911,7.715,2.164,4.827,2.97,9.88,13.475,5.17,0.1517548465639320906791020473,
2026-05-06 06:24:00,brimstone_butterfly_observed.csv,1.326,2.661,1.696,7.324,9.035,1.55,8.15,11.714,3.9,0.09662931288178792181481162973,
2026-05-06 06:24:00,brimstone_butterfly_observed.csv,2.478,2.449,5.959,6.635,1.199,2.58,9.32,2.817,5.4,0.09410974242717211703023146750,
2026-05-06 06:24:01,brimstone_butterfly_observed.csv,1.532,2.772,2.554,2.138,4.756,2.71,8.87,10.239,4.48,0.07809507891202175292768824579,
2026-05-06 06:24:01,brimstone_butterfly_observed.csv,3.019,1.227,2.536,5.658,6.931,1.33,8.95,7.266,3.14,0.1497958531951693561459939793,
2026-05-06 06:24:01,brimstone_butterfly_observed.csv,4.529,2.936,5.765,3.841,3.317,2.02,8.95,12.052,3.05,0.08716460879268854151348297507,
2026-05-06 06:24:02,brimstone_butterfly_observed.csv,2.423,0.885,7.952,3.169,5.008,2.02,8.14,6.581,3.38,0.07231923153227132041119268073,
2026-05-06 06:24:02,brimstone_butterfly_observed.csv,1.689,0.808,7.513,4.639,6.907,1.68,9.15,7.397,2.62,0.1388058515241191090455581315,
2026-05-06 06:24:02,brimstone_butterfly_observed.csv,4.24,0.585,3.715,6.536,6.263,2.18,8.79,1.01,2.7,0.1481614979321515988097222222,
2026-05-06 06:24:02,brimstone_butterfly_observed.csv,3.825,1.31,6.406,7.118,8.484,1.51,9.38,7.702,2.96,0.1635710188889856647526359918,
2026-05-06 06:24:03,brimstone_butterfly_observed.csv,2.157,1.245,6.629,4.323,7.308,2.61,9.18,13.375,2.71,0.1049475166933890259311269173,
2026-05-06 06:24:03,brimstone_butterfly_observed.csv,2.914,2.001,1.308,3.224,5.864,1.93,9.71,14.96,2.66,0.09876704370480406600060367438,
2026-05-06 06:24:03,brimstone_butterfly_observed.csv,2.633,2.549,7.547,6.888,4.523,2.09,9.21,7.807,4.2,0.02785479344108263016790344208,
2026-05-06 06:24:03,brimstone_butterfly_observed.csv,3.345,2.18,5.754,7.811,7.25,2.39,8.94,3.509,5.46,0.1215734613141065592354102754,
2026-05-06 06:24:04,brimstone_butterfly_observed.csv,1.622,1.726,4.762,1.621,4.581,2.45,9.58,6.943,4.61,0.06555817663736079488334808384,
2026-05-06 06:24:04,brimstone_butterfly_observed.csv,3.812,1.708,7.175,5.611,8.141,2.38,9.14,7.356,2.51,0.1283705947284359042801975932,
2026-05-06 06:24:04,brimstone_butterfly_observed.csv,3.915,1.258,4.599,2.674,7.606,1.31,8.59,13.452,4.14,0.05838907861243492181017671726,
2026-05-06 06:24:04,brimstone_butterfly_observed.csv,4.195,2.048,1.652,5.541,4.697,2.48,9.99,2.734,5.34,0.09713535544936421147673055555,
2026-05-06 06:24:05,brimstone_butterfly_observed.csv,2.918,2.566,5.504,4.748,4.218,1.81,8.36,11.758,4.05,0.07471852713419258836330490358,
2026-05-06 06:24:05,brimstone_butterfly_observed.csv,3.328,2.161,3.832,0.164,5.781,2.31,9.67,8.916,4.53,0.1211699623897086296870517278,
2026-05-06 06:24:05,brimstone_butterfly_observed.csv,2.21,1.706,2.749,0.93,7.283,1.88,9.33,1.234,4.52,0.1403489622172551633152777777,
2026-05-06 06:24:06,brimstone_butterfly_observed.csv,3.578,1.675,7.992,6.409,6.724,1.62,9.52,13.868,3.3,0.1154382939227210103313412231,
2026-05-06 06:24:06,brimstone_butterfly_observed.csv,3.139,0.585,2.401,2.763,2.566,2.58,9.57,6.236,3.51,0.05704318848245432933837034982,
2026-05-06 06:24:06,brimstone_butterfly_observed.csv,2.167,1.241,5.21,6.63,5.832,2.87,8.69,10.567,5.36,0.1492707271829342505371463691,
2026-05-06 06:24:06,brimstone_butterfly_observed.csv,3.097,0.665,4.691,7.188,9.848,1.69,9.07,7.979,4.94,0.1120033556355987098309476125,
2026-05-06 06:24:07,brimstone_butterfly_observed.csv,3.393,2.343,5.424,4.522,4.655,1.66,9.19,3.082,3.4,0.1003705640225422712704811944,
2026-05-06 06:24:07,brimstone_butterfly_observed.csv,2.763,0.575,1.208,6.676,2.976,2.48,9.91,11.332,3.55,0.08251605462250013015154401080,
2026-05-06 06:24:07,brimstone_butterfly_observed.csv,1.673,1.693,6.331,0.688,9.808,1.86,8.61,13.707,5.45,0.1827055819625182400960759826,
2026-05-06 06:24:07,brimstone_butterfly_observed.csv,1.569,2.021,3.172,4.587,4.296,1.1,9.96,4.65,3.11,0.1347545336477430967678458300,
2026-05-06 06:24:08,brimstone_butterfly_observed.csv,3.81,1.031,2.841,0.216,9.787,2.23,8.46,8.792,3.33,0.08939359403011955340238526429,
2026-05-06 06:24:08,brimstone_butterfly_observed.csv,2.112,1.552,1.187,3.897,9.818,2.58,8.19,5.212,4.93,0.1060426766261153488070884673,
2026-05-06 06:24:08,brimstone_butterfly_observed.csv,3.49,0.793,2.307,2.082,6.373,2.67,8.19,9.299,3.75,0.08484746321360083343901466588,
2026-05-06 06:24:08,brimstone_butterfly_observed.csv,4.506,1.164,6.103,7.081,1.806,2.92,9.42,7.459,3.38,0.1053988589552196565304785322,
2026-05-06 06:24:09,brimstone_butterfly_observed.csv,2.183,2.791,5.5,3.492,6.464,2.78,9.05,14.311,3.13,0.1100874780658448835162704344,
2026-05-06 06:24:09,brimstone_butterfly_observed.csv,4.519,1.741,2.011,5.111,8.052,1.54,9.81,13.932,4.6,0.06894982594537621976485302937,
2026-05-06 06:24:09,brimstone_butterfly_observed.csv,2.342,0.561,6.828,5.556,1.678,1.05,9.88,7.863,5.5,0.09026698899173316172869933249,
2026-05-06 06:24:10,brimstone_butterfly_observed.csv,2.079,1.649,1.716,6.809,5.934,2.23,9.42,3.136,4.28,0.04994294954855415045092466668,
2026-05-06 06:24:10,brimstone_butterfly_observed.csv,2.356,1.134,2.009,1.469,5.445,2.73,9.08,6.174,4.11,0.08966844343314878029114553646,
2026-05-06 06:24:10,brimstone_butterfly_observed.csv,4.406,0.601,6.421,4.44,6.789,1.32,9.87,9.409,4.63,0.07053089628352257424422880128,
2026-05-06 06:24:10,brimstone_butterfly_observed.csv,3.702,1.725,5.365,2.358,1.318,2.27,8.48,7.594,5.05,0.09988258031150167186859868228,
2026-05-06 06:24:11,brimstone_butterfly_observed.csv,4.488,1.532,1.824,1.593,6.638,1.68,9.39,3.651,4.44,0.08756002882020759036926271861,
2026-05-06 06:24:11,brimstone_butterfly_observed.csv,4.469,2.807,6.918,0.799,2.394,1.52,8.76,9.288,3.99,0.1056715425043458990302229334,
2026-05-06 06:24:11,brimstone_butterfly_observed.csv,2.628,0.861,7.257,2.875,6.205,1.64,8.23,1.317,4.86,0.1241746854347363189851067222,
2026-05-06 06:24:11,brimstone_butterfly_observed.csv,1.032,1.941,7.163,6.819,5.709,2.36,9.58,13.158,4.78,0.05630077820247390816589453282,
2026-05-06 06:24:12,brimstone_butterfly_observed.csv,4.773,0.531,1.307,6.262,6.374,2.24,8.22,5.654,4.53,0.06963307080466010041499638097,
2026-05-06 06:24:12,brimstone_butterfly_observed.csv,2.502,2.882,2.373,1.136,1.341,2.06,9.34,2.0,4.83,0.1031770233449831242554527778,
2026-05-06 06:24:12,brimstone_butterfly_observed.csv,4.958,1.176,6.421,3.282,4.641,1.36,8.34,14.185,2.56,0.1825416652789524535379479844,
2026-05-06 06:24:12,brimstone_butterfly_observed.csv,2.559,1.67,6.057,6.952,1.259,2.64,8.57,1.685,4.62,0.06003548473869122224855855555,
2026-05-06 06:24:13,brimstone_butterfly_observed.csv,1.969,0.924,3.932,0.162,1.97,2.37,9.4,2.478,2.99,0.1136009702390488277833972222,
