month,observed,simulated_raw,synthesised
1,0,4.5887812000000005e-07,3.0221064897852613e-05
2,0,9.0324286e-05,0.0059486299086524315
3,0,0.012667385100000001,0.834256092212876
4,18,0.3518962,23.175386739964242
5,72,0.9877255999999999,65.0502130257821
6,31,0.6111271,40.24796769551022
7,20,0.034940046,2.3011020828361906
8,1,0.00058293217,0.03839108942613356
9,1,7.6211866000000005e-06,0.0005019205858785437
10,0,8.9829705e-08,5.916057502501874e-06
11,0,1.0111983200000001e-09,6.659609321385716e-08
12,0,1.1282938999999999e-11,7.430784273556389e-10
