month,observed,simulated_raw,synthesised
1,0,1.7602646200000003e-06,0.00016015679384560788
2,0,0.00023958252,0.021798295454379592
3,0,0.022954777000000003,2.0885288757101197
4,60,0.4227124,38.460275763982644
5,72,0.9191058,83.62438036895979
6,31,0.27554322,25.070161713012766
7,0,0.0088032158,0.8009561755885304
8,0,0.00014513533,0.013205065228501987
9,0,1.9603354e-06,0.0001783601334474627
10,0,2.3549294e-08,2.1426207068614545e-06
11,0,2.6550678e-10,2.415700125193175e-08
12,0,3.0102372e-12,2.7388492229468307e-10
