TIMESTAMP,OBSERVED,GROWTH,DECAY,OOS_DECAY,SEASON_START,SEASON_END,SHARPNESS,FORCING_PEAK,SCORE,WRAPS_YEAR
2026-05-05 17:25:59,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.43,8.9,5.328,6.27,0.08979909676062760592977994183,
2026-05-05 17:25:59,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.26,8.28,6.094,8.09,0.07836088681251659862751976723,
2026-05-05 17:25:59,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.36,8.56,5.183,6.38,0.1116202459400983455670877670,
2026-05-05 17:26:00,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.86,9.39,7.973,8.04,0.08854411194750920352975243217,
2026-05-05 17:26:00,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.7,9.53,6.823,8.08,0.1215314884630710513982208529,
2026-05-05 17:26:00,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.42,9.11,3.008,7.94,0.05650434205828987748426241667,
2026-05-05 17:26:00,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.49,9.65,5.471,6.64,0.1216692136967698091016663908,
2026-05-05 17:26:01,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.39,9.43,7.532,6.44,0.1210526362928223501539833745,
2026-05-05 17:26:01,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.92,9.93,2.638,8.22,0.1426123821545511356056267941,
2026-05-05 17:26:01,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.44,8.54,4.281,7.35,0.06871780205363296279789351438,
2026-05-05 17:26:02,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.45,9.86,6.461,6.14,0.1286870410067154451932588821,
2026-05-05 17:26:02,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.85,9.98,3.933,6.46,0.1259838878584752791768515291,
2026-05-05 17:26:02,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.45,8.48,2.798,5.87,0.1377688002749906374390228833,
2026-05-05 17:26:02,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.27,9.33,2.625,6.8,0.07538875575782513188743669667,
2026-05-05 17:26:03,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.8,9.03,7.994,5.73,0.1361034186457142123700560062,
2026-05-05 17:26:03,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.84,9.82,3.06,5.71,0.1057534467618644508026467633,
2026-05-05 17:26:03,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.48,8.64,3.722,6.0,0.1449287192943090189444623584,
2026-05-05 17:26:03,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.44,9.16,7.916,7.06,0.09952225016140846026506819082,
2026-05-05 17:26:04,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.44,8.8,6.024,7.66,0.05712589114514739336637884679,
2026-05-05 17:26:04,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.85,8.31,7.883,7.39,0.1145488366321819758003567137,
2026-05-05 17:26:04,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.98,8.76,5.805,5.57,0.1254990591463733939846634856,
2026-05-05 17:26:04,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.31,9.96,2.138,5.86,0.1644981559238388669247749999,
2026-05-05 17:26:05,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.66,8.85,6.06,6.38,0.08647162859400112195816049608,
2026-05-05 17:26:05,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.26,8.44,2.435,7.75,0.07253124866433289472090833333,
2026-05-05 17:26:05,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.12,8.76,6.027,5.79,0.1542427535017696172104022259,
2026-05-05 17:26:06,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.07,9.06,5.726,7.98,0.07349707791607892138237228537,
2026-05-05 17:26:06,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.13,9.82,2.123,5.96,0.1078047170629657618427833333,
2026-05-05 17:26:06,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.22,9.22,4.588,8.21,0.07428617140648106634050298666,
2026-05-05 17:26:06,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.97,8.66,7.193,5.92,0.1215626416112956314560229337,
2026-05-05 17:26:07,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.59,9.7,5.657,8.44,0.1206544834852480972669066402,
2026-05-05 17:26:07,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.93,9.14,3.572,6.2,0.09103624785053229457549066167,
2026-05-05 17:26:07,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.85,9.51,4.762,8.12,0.1146674720507936416268106905,
2026-05-05 17:26:07,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.44,9.88,2.172,7.99,0.1178681709422052748568750000,
2026-05-05 17:26:08,cuckoo_pint_observed.csv,2.0,1.5,3.0,3.95,9.7,4.622,6.5,0.1212581949763904464853998634,
2026-05-05 17:26:08,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.97,9.56,3.969,8.47,0.1324660619309165527364177059,
2026-05-05 17:26:08,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.45,9.66,2.733,7.41,0.09678778685955040158729434986,
2026-05-05 17:26:09,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.37,9.46,7.904,7.09,0.09210903653592146950619379858,
2026-05-05 17:26:09,cuckoo_pint_observed.csv,2.0,1.5,3.0,4.19,8.12,5.612,5.89,0.1594985314994350951516115726,
