month,observed,simulated_raw,synthesised
1,0,9.91959328e-07,3.2018068346969086e-05
2,0,0.00877391982,0.283201091554821
3,19,0.6096005,19.67644229194297
4,38,1.196867,38.63199662177263
5,28,0.9229962,29.792103951657932
6,22,0.48497599999999996,15.653862286821177
7,5,0.19499627,6.294011986209214
8,0,0.0009893187079999999,0.031932835465688716
9,0,1.773352093e-07,5.723955298791713e-06
10,0,1.9273042169999998e-11,6.220875836686293e-10
11,0,1.87802289e-15,6.061807531003166e-14
12,0,2.95141952e-19,9.526474447542944e-18
