month,observed,simulated_raw,synthesised
1,0,5.5511714e-06,0.0004190108036194057
2,0,0.0016835959599999998,0.12708036652768184
3,5,0.17106121000000002,12.911958558910273
4,56,0.7872958999999999,59.42628392725601
5,35,0.24297597999999998,18.340194042650644
6,1,0.0054620128,0.41228097779641254
7,0,6.9140462e-05,0.005218826524656937
8,0,7.9335113e-07,5.988334183550225e-05
9,0,8.881540999999999e-09,6.703921323324118e-07
10,0,9.8933652e-11,7.467661515463677e-09
11,0,1.10158947e-12,8.314963740506648e-11
12,0,1.2267735e-14,9.259871710932776e-13
