month,observed,simulated_raw,synthesised
1,0,0.00308939597,0.021143412794702412
2,5,0.3423229,2.3428121399988857
3,9,1.3248332,9.066981216955021
4,12,1.6226880000000001,11.105459628410815
5,3,0.7540422,5.160563959441416
6,2,0.37089880000000003,2.538381777412551
7,0,0.2345274,1.6050741562494788
8,0,0.10782902999999999,0.7379674585845821
9,1,0.0137767853,0.09428647587116783
10,0,9.8259425e-06,6.724743619527353e-05
11,0,1.8339322e-07,1.2551186678118422e-06
12,0,1.69933463e-09,1.1630018912215674e-08
