month,observed,simulated_raw,synthesised
1,0,6.1086235e-19,1.3957322347371212e-17
2,0,1.24957209e-16,2.8550917332535476e-15
3,0,1.7060553549000002e-11,3.8980900575715784e-10
4,0,2.225184572e-07,5.084225333874521e-06
5,0,0.0016477223230000001,0.037648075054994484
6,12,0.32806671,7.495850452907354
7,25,1.0455853,23.890113826417412
8,29,1.3506610000000001,30.86065290981307
9,13,0.5784158500000001,13.215966689187368
10,0,0.001483456803,0.03389484519363774
11,0,2.438618758e-07,5.571891619732667e-06
12,0,3.88995837e-11,8.887992996776555e-10
