month,observed,simulated_raw,synthesised
1,4,0.1981311,6.9795735891892035
2,30,0.8190647,28.853230754571985
3,12,0.36709188,12.931562942182282
4,0,0.014057123,0.49519093383514295
5,0,0.00022998342999999997,0.008101637117944349
6,0,3.0465349e-06,0.0001073204283758742
7,0,3.6219868e-08,1.275918995537395e-06
8,0,4.0810876e-10,1.4376466505322764e-08
9,0,4.5729437e-12,1.6109130304817946e-10
10,0,5.3224548e-14,1.874943658604495e-12
11,0,6.5853144e-16,2.3198118045449375e-14
12,0,8.5863561e-18,3.024719706443542e-16
