month,observed,simulated_raw,synthesised
1,0,2.38398031e-06,0.00011439676565786272
2,0,0.00331499573,0.15907211485384523
3,12,0.39024227,18.726016034495853
4,54,1.3259779999999999,63.62787221740162
5,85,1.666373,79.96193625424267
6,62,1.0491876,50.345914144037295
7,18,0.49534,23.76919543474154
8,11,0.3227763,15.488619849805723
9,1,0.15927739999999999,7.643024284203784
10,8,0.018823192199999998,0.9032424882050764
11,4,1.68653705e-05,0.0008092952063104628
12,0,2.5580295e-08,1.2274862339672585e-06
