month,observed,simulated_raw,synthesised
1,0,8.845309199999999e-07,2.1457690573694103e-05
2,0,0.00029200786,0.00708377080245718
3,0,0.057185986,1.3872654590069087
4,21,0.6673161000000001,16.1883118666381
5,16,0.8175380999999999,19.832522736464416
6,2,0.081591043,1.9793037356783079
7,0,0.00125184155,0.03036821892805468
8,0,1.4830972000000001e-05,0.0003597821182815421
9,0,1.6701475e-07,4.0515834389858055e-06
10,0,1.8616895e-09,4.51624203654693e-08
11,0,2.072915e-11,5.028650514056548e-10
12,0,2.3085569e-13,5.600290336031044e-12
